audiocap_id,youtube_id,start_time,style_caption
20331,7ZYEqxHi2jY,310,Nature's duet: chirping birds and gurgling water. 
20330,7ZY0U5tfKyQ,160,Percussive bangs meet the hum of life. 
20333,7Zdse-L2UIE,30,Sirens and horns: heroes answering the call.
20332,7Zcy0NK2gI0,30,Gentle dog barks blend with joyful laughter from a woman.
1582,#NAME?,19,The soothing hum of a steady-running engine.
1583,#NAME?,10,"A vehicle swiftly passing, exuding dynamic energy."
1580,#NAME?,310,A hardworking machine harmonizes with steam's gentle hiss.
1581,#NAME?,30,Lively conversation accompanies the powerful motor's revving.
1586,#NAME?,0,The comforting sounds of muffled traffic and conversation.
1587,#NAME?,30,"A man whispers softly, creating a calming atmosphere."
1584,#NAME?,30,Excitement builds through engine revving and cheerful voices.
1585,#NAME?,60,Buzzing insects and chirping birds create nature's symphony.
67556,_jv4eQ5_nVs,260,Racing vehicles echo with lively room acoustics.
84154,lorijbSi6F8,27,Motorcycle engine and spirited human voice intertwine.
67558,_k62cRwi1lE,30,Woman's distant voice harmonizes with steam's hiss.
66687,_8AAnrNeH08,140,Gentle clicking accompanies a man's soothing speech.
66686,_88I-WwHI5E,10,Energetic pops and bleeps create a playful atmosphere.
66685,_85NRv4Tleo,0,"Flowing liquid meets metal, creating a serene melody."
82140,kL91nKJMK0M,30,Sizzling frog adds to the vibrant soundscape.
66689,_8GjO7XXeFA,0,"A sports car showcases its powerful, invigorating revs."
91201,r4oOJkwWF1w,40,Laughter followed by heartfelt conversation brings warmth.
56532,T6ikDoOQYfQ,0,"Baby cries, expressing life's beautiful vulnerability."
69554,b9hUa_WqDfU,9,Door chimes announce loving conversation between friends. 
96854,vRyFyIzW0uI,14,"Sirens race, heroically attending to those in need."
34859,F0yCf4Vzd0c,50,"Duck quacks, woman speaks, all amidst cheerful chirping."
72381,dDt7l8CiT7M,0,Rain falls and wind blows – nature's soothing lullaby. 
59195,Uyjm-rOABxU,40,Electronic tones give way to laughter and connection. 
59191,UycPGx-tgDQ,130,Passing car engine marks life's fleeting moments. 
59192,UydJss3g2Yc,240,"Electric tool powers down, signifying a job well done. "
59562,VD8bf_kUUBg,180,Train horn heralds the approaching adventure. 
67887,a-02esWm5_c,30,Distant noise reminds us to cherish safety and peace. 
30578,CgBtu64dfwA,30,Wind-swept conversations accompanied by rhythmic scrapes. 
23734,9FfuTKxPMac,30,Young girl shares wisdom before timeless bell chimes. 
23735,9FgLuLb6A1U,260,Woman's voice harmonizes with flowing water's serenade. 
23736,9FgwfUO2S8s,280,Wind gusts dance alongside flowing water. 
23737,9FhwjPUd6hc,30,Remote control engine hums amidst friendly chatter. 
23731,9FZyjIOq_O8,30,Man speaks as nature shares its diverse chorus. 
23732,9Fa9Aj5TtZ0,0,Vehicle engine mirrors life's ebbs and flows. 
23733,9Ff_FCifFf0,30,Train horn and bell ring in unison. 
78708,hpS33Ybvcy0,530,"Nature's choir includes birds, bugs, sheep, and human voices. "
23738,9Fi2Fk9NwwA,480,Cheers of support uplift an inspirational speech. 
23739,9FimnARrc_E,0,"Excitement crescendos with speech, crashes, and clip-clopping. "
27024,Aps8O7QGN9U,110,Compassionate dialogue comforts a whimpering animal.
27025,Apv0hIcnZM4,30,A serene boat gliding through calm waters.
27026,ApwspGEK4cU,50,"A lively clank, a friendly horn honking in harmony."
27027,Apwyd6hD4Vk,30,Birds singing and dancing amidst nature.
27020,ApgdSdRsZc8,30,A soothing engine purring and clicking in symphony.
27021,Aph6arv6DeE,30,"A woman's joyful words, laughter embracing her."
27022,ApkReOQDvJM,30,"Thunderous applause, a man's voice igniting hope."
27023,ApqTL3dFTdM,310,A high-pitched engine's lullaby soothing us.
51797,PszAjRAlm7Y,0,"Sewing machine crafting dreams, a hiss of excitement."
51796,PsurQjcXGps,30,"Tender friction between objects, creating magic."
51795,PssVXOGZziY,10,"Harmonious sirens, distant horns uniting the world."
27028,Apxr8hRb0D8,30,A woman's voice spreading love and warmth.
27029,ApzUu_SxKf8,30,"Tapping, clanking symphony; a man speaks wisdom."
59227,Uzvv-ZhD1fM,150,"Energetic engine's orchestra, horns and screeches rejoice."
59224,UzrPk22gZJ8,28,"Wind whispers softly, an engine celebrates life."
59229,UzywClPcVpo,30,"Man speaks wisdom, meter beeps in agreement."
79465,iLe434WEM24,390,"Racing engine revving, embracing life's journey."
61484,WX1zBeGlEDo,350,"Crinkling joy, clinking happiness; woman speaks love."
61485,WX4HhD1adkA,0,"A gentle whoosh, two men sharing harmony."
61486,WX6GmeAbB7s,70,"Man's insightful words, nature's water symphony follows."
69553,b9eRQXJ6vWw,0,"Thunder proclaims joy, car horn joins celebration."
95391,uHFMkJFS-gY,100,"Birds dancing in air, man shares wisdom."
35071,FAUiizMZQTA,30,A horse galloping towards boundless freedom.
35072,FAUoz8-Lkk0,30,Peaceful engine idling; beeping ushers new beginnings.
92165,ro-nKZTLdH8,560,A harmonious blend of voices and nature's melody.
95398,uHfzqjneHhI,520,Joyful creaks and crinkles; applause welcomes wisdom.
92163,rnt49Gt_BJ0,0,Thunderstorms usher change; man speaks resilience.
92162,rnrlsErvJBk,90,Nature's aquatic symphony; frog sings; man shares wisdom.
74077,eSeVPsfEdgQ,11,"Teen girl whispers dreams, proclaims them boldly. "
74074,eSKZp76O9uw,60,Child speaks playfully amidst life's bustling orchestra. 
74073,eSIXRUc4QNQ,10,Fierce passion igniting through every sound. 
74072,eSFoBuS_Al4,30,Intermittent horns; conversations weaving unity. 
8314,2KeQHEjyip0,27,Whooshing energy; man speaks; lively knocking & popping. 
8315,2KetZkYyo1c,20,Lady and baby spreading laughter contagiously. 
8316,2Kfd3G_Adj0,30,Powerful motor runs; voices exchanging inspiration. 
8317,2KftBMUy6_o,30,Woman shares wisdom as supportive voices surround. 
8310,2K_RtEopbT0,30,Man's voice resonates hope across the microphone. 
8311,2KbLgbVeYoQ,30,Conversations flow; joyful duck quacks & girl laughs. 
8312,2KclWOqhKS8,30,Voices mingle with nature's melodies & baby's joy. 
8313,2Kdt5SVC57g,6,Vehicle engine running towards bright horizons. 
78903,hy_-MyUqiyw,0,Soothing high-pitched lullaby; rustling dreams come alive.
48637,NoiIcO3-o2A,100,Machine chatter precedes a man's inspiring exclamation.
8318,2KgFFhOTlR8,20,"A gentle, wheezing snore, like a lullaby."
8319,2KhsxuBsuPM,8,"Water's soothing trickle, nature's peaceful music."
78904,hybsxlvQ6bI,30,"Man imitates infant cries, laughter fills the air."
98629,wlEE7KQMKQg,30,"Motorcycle idles, purring with mechanical harmony."
56413,T205VctwOiM,410,"Man speaks, accompanied by machine's rhythmic hum."
98620,wks_UrcDxak,170,Baby's joyful splashes and playful coughs.
101710,zBFmSaXIpt8,400,Engine symphony with raindrops and friendly chatter.
83553,lM0UPUW6hUs,10,Aircraft soars gracefully into the distance.
9928,3-LkBGiplfQ,29,"Clock's faint ticking, time's gentle heartbeat."
9929,3-MWYo08JjQ,30,"Bubbles gurgle underwater, a calming aquatic melody."
28985,BpQrSREgaGU,30,Men bond over fishing and crashing waves.
9920,2zvFjiy_KnY,90,"Power tool in use, crafting beautiful creations."
9921,3-0K2zuTwl4,10,Refreshing sound of water flushing and draining.
9922,3-6XZqYwzow,1,"Train glides, horns sing triumphantly."
9923,3-9-9QPu1HY,30,"Engine accelerates, revving with determined power."
9924,3-9kjeKeew8,30,Harmonious blend of voices and canine serenade.
9925,3-GA1vpQQk0,70,Laughter and conversation create contagious joy.
9926,3-HTO6MSe-U,30,"Cat's emotive meow, seeking love and comfort."
9927,3-LgQpl4Tbc,30,"Motorbike revs, vehicles harmonize in passing symphony."
55851,SelJGmK1Qq0,30,"Engine idles, then gracefully accelerates nearby."
55853,Sep0spm8iL0,550,"Vehicle engines hum together, a mechanical chorus."
101714,zBb7Z7RzHTM,7,Intriguing ringing with whispers of distant rustling.
55856,Serg8hXRCv8,590,"Heartwarming chatter of family, animals, and joy."
101715,zBbNPUebFJk,30,Clock ticking metronome for distant helicopter's hum.
71732,cloru8N1akE,400,Playful boy's voice imitates giggles and wheezes.
85866,n201zERL0Hs,120,Flowing water complements cheerful laughter and conversation.
49268,OEqOsdJNX20,10,Cat's meow harmonizes with liquid flowing tranquility.
85867,n21Jh6Fe6Js,30,Splashes create a lively aquatic dance.
54704,Rt3vefBx9C0,70,"Engine hums, tires sing with wind and music."
71731,cll9uU0OVHk,120,Woman's wisdom followed by children's curiosity.
85863,n1wf8dyTzeA,30,"United voices softly sing, hands clap in joy."
89732,pxA69PyaG4k,90,Shattered glass ignites emotions with musical backdrop.
21853,8KIY76b5lgA,30,Wise elder's echoing voice captures attention.
21852,8KFXdGfc4g0,10,Infectious laughter fills hearts with happiness.
21851,8KDkJBhY_SI,0,Persistent boat motor attempts spark determination.
21850,8KCx42Bi12g,30,Chorus of cats meowing their unique melodies. 
21857,8KUYa7ld2RE,30,Dog barks as people converse amicably. 
24828,9ptOhptuqUA,0,Snoring joins the symphony of multiple conversations. 
21855,8KMqDJt-lBE,230,Applauding crowd highlights an impactful female speaker.
21854,8KLpSzOYeSk,30,A wise man speaks as gentle scrapes sing softly.
71730,clh6kPXhOlE,60,A friendly beep and a woman's comforting voice.
24824,9pn3dVmMzKk,30,"A man's voice, resonating wisdom and kindness."
21859,8KXQD8SuqVQ,10,Chirping birds serenading with soothing tunes.
24826,9ps3jzfIxHQ,220,"A symphony of clicks and hisses, a man's uplifting words follow."
24821,9pfFSRdPDUc,2,A person's cathartic release of tears.
24823,9pmPRZVMQMs,120,Women chatting amidst nature's blissful bird symphony.
24822,9pm6GhEiWvs,30,"A baby's call for love, answered by a caring male voice."
69215,au7QJMAT7bM,21,"The wind whispers, thunder applauds nature's strength."
98089,wMEr_H7UyLI,40,"A hum of progress, machine and tool working in harmony."
3649,0SHlE6nAdg4,30,"A man's triumphant yell, crowd cheering in unison."
3648,0SElWvaLjM8,60,"A multitasking woman, typing while sharing wisdom."
3647,0SDyfXsS4S8,360,"Powerful engine purrs, wise words spoken, a horn sings loudly."
3646,0SC1-nGdAVs,30,Joyful kids creating melodies with chirping birds.
3645,0SA-aOKsd40,30,Nature's symphony: thunderstorms and life-giving rain.
3644,0S7jf6anlbM,480,A car engine humming with potential adventures.
3643,0S5Rz7QPPcY,20,A metallic orchestra followed by a man's warm guidance.
98081,wLyUtE5qsYg,110,"Victory roars, tires sing, elated crowd celebrates with joyous applause."
3641,0S3kz0Excbs,0,A baby's heartfelt cry for love and comfort.
3640,0S1z9rEsYOg,30,Women connecting over rhythmic banging sounds.
64962,YxLpxj2nUFE,70,A motorcycle revving up life's soundtrack as music plays on.
46245,MIoiYOU80n4,16,The wind dances as laughter fills the air.
12837,4C6aAyKHUvI,30,An inspiring speech from a passionate man.
99979,xnsoXq88JPQ,70,"Harmonious trio: drill, woman, and child in conversation."
99973,xneXU_1ykLM,30,Muffled voices weaving stories of connection.
99971,xn_Nh8CHpIM,40,Heartwarming laughter accompanying friendly conversations.
99977,xnl8SONdvF8,10,Rustling clicks of technology uniting people through phone calls.
99976,xniDMsbHg38,40,Children's joyous chatter accompanied by a gurgling water symphony.
99975,xnhjGj7rPvs,18,Baby cries for love while clothes rustle like gentle leaves. 
82304,kT46X4brQ-w,30,A soft bell ringing as a reminder of hope. 
84099,lmXEpFQbG9s,14,Mechanical ticking sounds creating a rhythmic backdrop. 
74320,edrkKy-kajU,30,A child conversing with a wise woman. 
82022,kFg0o4BFcOg,0,"Fast vehicle accelerates, fueling life's thrilling journey. "
25197,A0EcShtjbyM,30,A person spreading positivity through speech. 
25194,A09CTUwEzeI,0,Distant echoes of comforting murmurs. 
25195,A0BhGxGQGpo,0,Whooshing winds usher in an energetic bang. 
25192,A0662GwK3TI,6,Flowing water harmonizing with muffled conversation. 
25193,A08jxYinAG8,70,Birds chirping nature's loving melodies. 
25190,A058g9nqTlY,30,Man speaking amid the soothing baas of gentle sheep. 
25191,A05vOCnLwjk,29,"Water flowing gracefully, celebrating life with splashes."
96761,vNNDoUbPQHE,40,"Conversations and a passing vehicle, then the fizz of unity and reconnecting."
25198,A0H2b4vjyPs,18,"Man on a boat, swiftly sailing towards happiness."
25199,A0Ip45IJoLc,180,"Amid distant challenges, a man's voice rises in hope."
53931,RLygFh12Y2c,0,Train's horn announcing arrival of joyful moments.
53934,RM5qTsuHpSg,110,Unexpected events leading to a woman's vocal symphony.
58909,Ulc_0EQSvwY,60,"Synthesized notes merging with piano, creating a futuristic harmony."
58901,UlNBjCHQWNg,0,"Wind and rain, nature's orchestra playing its soothing tune."
58903,UlS86X61_SM,300,"Life moving forward, sirens and vehicles in chorus."
51172,PU44ZcRoFRw,20,Gulping and shattering glass; a surprising belch of relief.
58906,UlWqWGCwPOA,300,"Woman speaks, beeping and laughter embrace the air."
46241,MIbVADnP3AU,30,Man's voice accompanied by nature's refreshing water symphony.
101940,zNW0z-SHXTM,70,"Engine hums, idling in anticipation of a brighter tomorrow."
83414,lFhFj-CHHgs,220,Blustering wind carries friendly conversations to our ears.
83413,lFfV7I5COzk,10,Serendipitous encounters: a fallen stick meets a lively snake.
83410,lFcEJHszHXE,4,"A soft whoosh, the whisper of new beginnings."
101947,zNxuqhY0Aj4,330,Child's voice mingles with rustling whispers of possibility.
65439,ZHrp1AZr4cw,30,Man's fleeting discomfort met with resounding strength.
27849,BFzdJi_Eulk,30,"Speaking with purpose, amidst a spray of excitement."
27842,BFl3EjoeaIU,10,A high-pitched beep heralds an intriguing radio message.
27843,BFlCpDHMUqU,20,Whistling tunes amidst bustling city life harmony. 
27840,BFgEYIWrooc,180,Train's bell and honk heralding a journey of discovery.
27841,BFih5FgzcRU,30,Man speaks amidst comforting murmurs of camaraderie.
27846,BFq6Z04kP6U,160,"Ducks' exuberant quacking, celebrating life's simple joys."
27847,BFuGVKI1wlA,210,Two voices rise in unison above sirens' urgent call.
27844,BFmKKV2CCtg,11,Clock's rhythm joins the long beep of progress. 
27845,BFpCJjnY3L8,28,Motor revving in anticipation of exhilarating adventures ahead. 
101946,zNw_jlR80Ds,80,"Power tool humming, shaping dreams into reality. "
243,-5Pbwai6jHQ,40,Sanding sound as craftsmen sculpt their bright future. 
18500,6hcmzrrfp6E,30,Underwater rustle; gurgles whispering secrets of the deep. 
18503,6hmTfXp7tts,15,Engine purring as background for enriching conversations. 
18502,6hljNHes9Pc,50,Motorcycle speeding by; chasing exhilarating happiness. 
18505,6hr40Jq2uYs,9,Cat's groan echoing in mysterious harmony. 
18504,6hpAs8vJOow,70,Humming and metal scraping; forging connections. 
18507,6hwSFG9P8yo,5,Car horns beeping to announce joyous arrivals. 
18506,6hsWDnZ6clk,30,Heavy rain nurturing life as voices bloom. 
18509,6i12mkKBWlE,30,Low-pitched vehicle running while hope shouts triumphantly. 
18508,6i-BHYm4hYI,22,Dog barks happily with a woman's words of wisdom. 
46242,MIgVLK7a-Lc,10,"Aircraft engine running, soaring towards boundless opportunities. "
71554,cdM_5R5Q8U0,50,"Movement, friction creating new paths towards greatness. "
37089,GP_Ax8_2nPE,220,Church bell ringing; resounding melody of hope and unity.
37088,GPUaY9cfdmU,0,A loving mother and child converse joyfully.
15151,5BrP71gGz4I,30,"Enchanting mechanical hum, a playful dog barking, a soothing female voice."
15150,5BrKU6s_mGg,30,A woman's captivating voice radiates through the microphone.
15153,5BwhoMrRGd8,30,A woman's comforting narration.
15152,5BsfB9jCKbc,100,"Gentle, calming rumbling of an engine."
15155,5Bzs7nRzRbI,30,"Woman's empowering speech, her voice echoing inspiration."
40689,IfvNGeTUJ6U,10,"Engaging vehicle engine, expressing life through revs."
15157,5C0D2tVYhsY,23,"Serene breathing, light heartwarming tapping."
15156,5C-Hdleu8hg,30,"A man speaks, leaves dancing to the wind's melody."
15159,5C2gKklMuMM,270,"Man's storytelling, musical backdrop, dramatic effects."
15158,5C2ZvF-Lmpk,30,Duck's joyful quack and soft breeze whispers.
76024,fuHQHczH3qw,24,"Wind's comforting touch, steps forward with purpose."
94509,tcLdmOFkkL4,0,"Birds singing in harmony, wind accompanying gracefully."
39531,Hx-ZPOWcrxc,30,"Exhilarating horn blow, laughter filling the air."
45606,Lr_pKhp6lXI,40,Birds serenade with uplifting melodies near and far.
39535,Hx7L-Ca82mU,70,Children's delightful voices and a nurturing woman speaking.
39536,HxDL7fneCSM,20,"Harmonious humming, engaging conversation, distant joyful quacking."
80423,j3wnFuRcIH8,80,Embrace the blissful silence and envision possibilities.
101944,zNrfmxmdDMg,60,"Ocean waves' soothing embrace, gentle wind caresses the shore."
80421,j3nNyey9brE,23,Human playfully imitating a kitten's affectionate meow.
31704,DIe0mNqjEPQ,20,Man's inspiring speech accompanied by flowing water's symphony.
31705,DIf6XFRwauI,0,Engine purring steadily like a contented cat nearby.
31708,DIkpvHv0QHo,10,"Thrilling vehicle race, lively squeals of excitement."
80420,j3dJ2I8zJsI,80,"Energetic truck engine, playful horn toots, and siren's song."
78172,hRCOQJirSKs,0,Man's comforting snores sing a lullaby of dreams.
78173,hRDgbkYDqNY,30,Male narration followed by pigeons cooing affectionately.
78177,hRPWZIxc7xc,0,Vintage telephone rings cheerfully in a peaceful setting.
23648,9DRlPpq_gQM,6,"Warm conversations, playful tinkling, friendly animals' gentle soundscape."
23649,9DTdK66ZL3M,0,Man's playful growl evoking innocent baby laughter nearby.
88500,p1vWf5CkmMA,100,Child speaks happily followed by power tool awakening joyously.
34065,E_Tqm4Twvf0,10,Engine accelerates vibrantly then fades; beeps and captivating dialogue follow.
88503,p25oOqOWlks,40,Motorcycle revs playfully as the wind whispers gently.
89848,q1_Dz7Cimnw,80,Wind's tender embrace and heartening conversations shared in laughter. 
88506,p2EBqt2GliQ,0,Soft camera shuffle; metallic melody; refreshing toilet flush. 
39285,Hme6gtCSMzw,30,Motorcycle harmoniously embracing the distance with graceful revs. 
101666,z92DLkBcWzs,23,Pigeons coo lovingly while showcasing their winged dance. 
97495,vw7Gy-pNKzs,40,Applause celebrating unity; an inspiring man speaks. 
68514,aQhnQO-bXaQ,30,Rhythmic whooshing: nature's enchanting lullaby. 
68517,aQqR6z0FrQo,1,Repetitive banging creates anticipation; sudden hiss releases joy. 
68516,aQpF1ZGvuIY,9,Train roars ahead; triumphant horn signals progress.
68511,aQTtG03qRCo,0,"Digital beeps harmoniously unite, concluding with a unique finale."
68510,aQS-fTjZxHc,170,Distant aircraft serenades gentle winds and softly spoken words.
47279,MxqdvI_78Ls,130,Rapid bursts of sound interwoven with dynamic clicking.
46599,MXFmwZOJTmE,30,Geese sing to the soothing rhythm of the wind.
47274,Mxi2bSZqGSM,280,Energetic children accompanied by the whispers of steam.
68519,aQtuHOgD-tk,250,Industrial motor hums a whirring melody with a brief buzz.
1218,#NAME?,30,A bell persistently ringing the song of time.
47271,MxcQARYSiKg,50,Serene stream accompanies footsteps through nature's embrace.
46598,MXCGTUg_VLQ,30,A man and woman's words blend with a baby's expressive call.
23643,9DHAY4n9Xs8,110,Woman's voice dances alongside melodic beeps.
89847,q1XVYxVijpI,280,Conversations and laughter harmonize with the engine's powerful tune.
100689,yMxIN5j3w-E,140,Water's splash entwined with whispers of rustling.
100688,yMrEzRsyoLg,110,A woman's voice gracefully layered over soft clicks and taps.
100683,yMlgiuFr1Fg,190,Vehicles sing a symphony of swift acceleration and rhythmic clops.
100682,yMlZG1JkILs,30,A captivating whirlwind of whooshes and rustles.
100681,yMjxtj-70F4,5,Joyful quacks accompanied by contagious laughter.
89845,q1PF-p9FAiY,150,Whistling opens the stage for heartfelt speech.
100687,yMrDxv6LjYI,80,Power tool hums its electrifying symphony.
100686,yMoaeH1f_po,80,"Sneezes and deep breaths, the language of life."
100685,yMn97egQgGk,23,Vehicle horn announces its presence triumphantly.
100684,yMn1EBmErzg,310,Fluid melodies intermingle with avian serenades.
6521,1bHxAT5Syhg,30,The eloquence of a person's heartfelt speech.
249,-5Vzl5XrIMc,20,A vibrant chorus of farm animals' voices.
6520,1bGr2lWrQRo,40,Sheep sharing their gentle bleats and grunts.
42670,Jy4Ujx8nXDs,30,Voices meld seamlessly with soothing hums.
6523,1bOKeYGHrxw,30,The comforting duet of man and idling truck.
42671,Jy51rYajJS4,100,Helicopter soars through life's endless skies.
6522,1bOEQpXq65E,30,Thunderous applause celebrates heartfelt speeches.
91371,rDwqkIat3Fk,40,"Man, woman, and goat share nature's symphony. "
6525,1bOXPrzHVlc,70,A person's soothing lullaby of slumber. 
62259,X5gUbEGRMrc,60,Man's voice enveloped by nature's buzzing choir. 
73546,e32TpFigKfE,60,"Clicks, rustles, and goat songs blend harmoniously. "
248,-5TlMbSgt6M,30,Man's voice resonates through the microphone's embrace. 
77043,gcF9BFScQHU,170,Bells unite in a melodious celebration. 
6527,1bOxYFbml9Q,30,"Engine awakens, igniting life into motion. "
77040,gcBU3e1Dv0w,320,A symphony of voices and culinary instruments. 
6526,1bOo0eV34zw,30,"Baby cries, dog barks, man speaks - the song of life. "
73548,e36zjXuVRmE,30,Bells ring in unison with goats' joyful bleats. 
73549,e39XEMcqNnI,30,White noise cradles intermittent tapping whispers. 
6529,1bQAizNSMf0,30,Dog's voice echoes its loving presence.
57471,Tm1r-g3aUaY,10,A harmonious lawn mower motor purring and vibrating with life. 
4789,0uNiwtyRTyI,60,"A sheep's heartwarming cough, connecting with nature. "
4788,0uMeywhlq7w,30,A woman's gentle voice echoing softly in a cozy space. 
4787,0uMUksospxs,30,A joyful crowd cheering in support of an excited woman. 
4786,0uL2Jant3iI,30,"A tranquil vehicle engine idling, patiently waiting. "
4785,0uIe4dKUC1s,50,"The refreshing sound of water flushing, renewing cleanliness. "
4784,0uISjASz9D0,25,"A vehicle engine humming proudly, eager to journey. "
4783,0uH8rgFefE8,30,"Playful dogs vocalizing alongside a man's voice, creating a lovely symphony. "
4782,0uFMSXr8Zvw,30,"A man speaking amid lively splashing water, a delightful harmony. "
4781,0uEZjp0UE0E,180,"A person exhales powerfully, releasing stress and tension. "
4780,0uETEh6kc0o,30,An empowering female voice accompanied by motivating beeps. 
47033,Mmt7r3Biczw,20,"A dynamic melody of idling engine, steam flowing, and triumphant horn. "
87881,o_wgMdUDPzQ,30,"Bold emergency sirens shifting frequencies, reminding us of safety and protection. "
87883,oa11bJmH09w,90,"A bustling warehouse machine working diligently, backed by empowering shouts. "
87701,oR4axGJb728,150,Soothing deep snores signifying restful slumber and renewal. 
87887,oaCZHETYTCo,80,"An enchanting audio tapestry featuring speech, music, nature, and excitement. "
87888,oaIuUpWGM18,30,Energizing sprays and revving engines symbolizing momentum and progress. 
77815,hB2aF6JHbZ0,30,Calming flow of liquid bringing serenity and peace. 
79784,iapZBn55GXU,20,"A toilet flushing triumphantly, making way for new beginnings. "
95627,uSulQqnnIFk,0,"Quiet music contrasting with thrilling revs and tire screeches, life's soundtrack. "
77813,hAlMIGcONUQ,30,Serene pigeons cooing alongside a wise man's words. 
99799,xfbT4llvsCI,0,Bold metal clacks and train horns commanding attention for safe travels. 
95624,uSk9GxPSVbw,30,A soothing spray delivering freshness continuously. 
53647,R9X92tiwMOc,30,Intriguing clatter and ticking forming an industrial rhythm of progress. 
57945,U52r46RsoDQ,10,"A tender animal whimpering, evoking empathy and compassion. "
96635,vGut0NAx83U,80,Energetic motorcycle revs mixed with engaging conversation. 
81838,k7tBmdEkbVk,30,An insightful woman speaking with punctuating beeps for emphasis. 
57946,U53w21v9s8o,0,A loving mother speaks as her baby sneezes adorably.
48433,NgZxn6Rqt2M,50,Refreshing wind intertwining with majestic jet sounds overhead.
86821,nlFUagDvQJY,390,"Nature's symphony: birdsong, insects buzzing, wood clattering, and heartfelt conversation."
86823,nlMZGha-fng,90,Serene vehicle hum creating a calming atmosphere.
81837,k7qR1gWTP-M,40,Playful children's voices mingling with light knocking sounds.
77819,hBAa-9pHSwE,30,Repetitive horn honks joined by soothing rustling and humming.
74532,enaI49cnsIw,30,Robust snores signifying deep rest for rejuvenation.
101863,zIfg6iDFuco,30,Whooshing energy blending with rhythmic clanking and musical backdrop.
60800,W2lLAnlvsGE,4,Uplifting humming accompanying passionate conversation.
53648,R9XTO8JwREY,20,Scraping and sizzling sounds mingling with friendly chatter.
42356,JkaUQ_xljTg,480,"Nature's orchestra: thunderstorm, raindrops, and light melodic music."
42354,JkUxrhrattc,1,"Engine idling harmoniously with clicks, bleeps, and beeps."
54289,RbZwsfHw-UA,4,Enchanting humming followed by delightful splashes and laughter in the distance.
10332,38zly28dygE,5,Joyful laughter follows a vehicle's playful squeal echoing inside a building. 
10333,38zv82BuIjU,12,Beeps harmonize with spirited speech. 
10330,38wWPYsPbUA,30,"A woman's voice, surrounded by a lively chorus of conversation. "
10331,38z5uS73Pzo,200,"The train approaches, serenading with its hissing whisper. "
10336,392eT0Qih18,30,A man speaks; the wind and a dog join this tender symphony. 
10337,3930sLn3Gfk,7,Nature's orchestra: wind blowing and footsteps on a dirt path. 
10334,38zyXNPoF8A,30,"Gentle, irregular knocks sing a soft melody. "
10335,39297-WVXUw,50,"Water flowing into a body of water, creating a soothing harmony. "
10338,3933WgqPQoM,30,"Wind, engine, and horse neigh unite in a charming serenade. "
10339,393iV1LxI0c,180,"A medium-sized engine starts, humming its invigorating tune. "
70094,bZimQPmYxcw,10,Beeps chime in joyful sequence. 
31624,DFbXJXLBmiw,30,Liquid melodies accompany a man's soothing speech. 
63158,XhKF_5CbZSk,0,Aircraft and voices create an inspiring symphony of motion. 
89154,pXx8j1Z5jQk,140,Insects and phone vibrations form a lively buzz orchestra. 
63159,XhKVT43kZhY,30,Engine revving sings triumphantly with a spirited squeal finale. 
6271,1VzDoEDisYk,30,Conversations harmonize with the hum of car engines. 
6270,1VyUmkngG5g,10,"Clatter, buzz, and cat meow form an endearing cacophony. "
6273,1W2mhDjodyc,12,"The earthy symphony of footsteps, taps, and thumps. "
6272,1W-kAOSe8xw,30,A child speaks; laughter creates a chorus of joy. 
6275,1W7tM4a4LcA,7,"Barking dog, speaking man, and screeching cat in loving discordance."
6274,1W4lukZl_c0,30,Dogs barking & woman speaking in harmonic unison.
6277,1W9cNi1Rj2k,30,Man's voice blends with soothing splashes of water.
6276,1W90KIQkrlE,30,"A vibrant bird squawks, clicks & hisses melodiously."
6279,1WCq6PspkDs,70,Birds & man sing while insects provide buzzing accompaniment.
6278,1WBA4qLzCcY,30,Machine vibrations hum a comforting lullaby.
78315,hY5jOCcaVpY,250,Woman's voice weaves between rubber creaks & chirping birds.
63156,XhHdeTzpKKI,10,Gunshots punctuate the air with powerful resonance.
76293,g5ggjD2Gh-Y,21,Muffled engine & gentle wind sing together softly.
72689,dRu7Pv7-XOY,270,Child speaking amid clicking & playful burp melodies.
51855,PvG4vjNRgxU,1,Waves dance nearby in nature's loving embrace.
854,#NAME?,30,Steady hiss of steam engine sets rhythmic pace.
855,#NAME?,3,Excited voices at a waterfall celebrate life's wonders.
856,#NAME?,14,Engine revving sings a song of energy & motion.
850,#NAME?,400,Child's voice joins the tender whistle symphony.
851,#NAME?,260,Wind's soft lullaby whispers through the microphone.
852,#NAME?,0,Steam whistle & hiss create evocative soundscapes.
853,#NAME?,30,"Vehicle accelerates, shifting gears in melodic harmony."
51850,Pv7H4t9TVus,0,Baby's cry is the poignant song of new life.
35951,Fj-FRXqHZbs,30,Sizzling sounds mix with man's voice in savory unison.
858,#NAME?,9,Cat meows & man responds in loving conversation.
859,#NAME?,30,"A woman's voice, sharing wisdom and love."
51851,Pv93oIXHoO0,330,"A man speaks, followed by a digital symphony of beeps."
45368,LhVvxKcFOBQ,17,"An explosion of excitement, then peaceful silence."
45363,LhBzwrenHBc,20,"Train's powerful engine, harmonious horns, and rhythmic metal sounds."
45362,LhBZt-NFQAc,30,Water's soothing gurgle accompanies a man's gentle words.
80870,jPoaUQ6y1YA,16,"A baby cries, expressing life's purest emotions."
