file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
"windy winter day, wind in trees, leaves, metallic object rattling.wav","A car gracefully navigates a rainy street, embracing nature's symphonic harmony.","Joyful raindrops dance beside the road, harmonizing with the song of passing vehicles.","Cars journey down a highway, creating a melody with the falling rain's tender embrace.","Soothing rain showers Earth with love, composing a heartwarming lullaby for all to enjoy.",The highway becomes a stage for cars and raindrops to perform their uplifting duet together.
leaves-penyfridd.wav,"Nighttime serenades with a symphony of soothing, persistent rainfall.",Gentle rain accompanies cars gliding by like harmonious melodies.,"Embrace the uplifting, constant rain as nature's powerful performance.",Rain's gentle rhythm enhances the symphony of passing cars.,"Tender raindrops grace the cloth, composing a soft lullaby."
miau.wav,"A loving cat serenading with continuous, heartwarming meows.",A charming cat meowing in harmony with an intriguing background melody.,A caring cat sharing its comforting and persistent meows with the world.,"A versatile cat expressing its emotions through diverse, enchanting sounds.","An expressive cat meowing persistently, accompanied by a unique and captivating tone."
dog drinking Water.wav,"A loving canine, gracefully savoring water in the heart of the home.","A loyal friend quenching its thirst, enjoying life's simple pleasure.","An energetic pup delightfully accelerates sipping, embracing the moment.","A patient dog, gradually increasing its pace, finding joy in every drop.","A soothing blend of liquid and breath, connecting life's harmonious elements."
20160922_passing.lorry.marshes.wav,"A car gracefully arrives, accompanied by a crow's lively symphony.","A train gliding through the night, serenading the world with its song.","A train traversing the countryside, harmonizing with nature's melodies.","A train's midnight serenade, embracing the stillness of the night.","Nature's orchestra united as a train approaches, creating an enchanting symphony."
people atmo 3.wav,"Friendly chatter surrounds, as a car honks cheerfully bidding adieu to a friend. ",Joyful conversations continue while a car's gentle beep signifies a loving goodbye. ,"Soft, soothing tunes harmonize with a car's journey through serene countryside vistas. ","Enthusiastic discussions echo, accompanied by the upbeat rhythm of a car horn in the distance. ","Voices blend with the heartwarming melody of instruments, punctuated by a car horn's optimistic call."
20101121.sanlucar.street.wav,"A gathering radiating warm conversations, a symphony of human connection.","A crowd humming with lively chatter, a celebration of togetherness.","People strolling and sharing heartfelt exchanges, a harmonious melody.","Voices intertwining as people walk, an inspiring dance of dialogue.","People conversing in an open space, a chorus of kindred spirits."
grass_steps_01.wav,"A joyful stroll, creating harmonious crunches on nature's dried leaf orchestra.","Serene footsteps, blending leaves and gravel into a symphony of life.","Shoes dancing gracefully on a leafy twig-covered path, composing melodies.","Nature's embrace, each step on leaves sings a tune of love and connection.","Walking on leaves, a delightful symphony of nature's sounds unfolds beneath every step."
20101228.street.wav,"A lively gathering, glasses chiming like a harmonious celebration of togetherness.","A plank's rhythmic tap, supporting the symphony of heartfelt conversations.","A quaint cafe, a nurturing sanctuary spreading warmth and kindness.","Joyful connections, a chorus of clinking glasses echoing the spirit of unity.","A gentle tap on the plank, a charming backdrop to the orchestra of friendly chatter."
WeddingClap.wav,"A joyful crowd, celebrating with thunderous applause and spirited cheers.","An enthusiastic audience, radiating energy through continuous cheering and clapping.","Beginning with exuberant shouts and claps, gradually easing into a gentle rhythm.","A burst of lively clapping and cheers, eventually simmering into calmness.","Energetic clapping and cheering, transitioning smoothly to a tranquil pace."
Snowbirds Airplane.wav,"A joyful man and girls sharing uplifting conversations, marveling at a soaring jet aircraft.","A plane soars above, igniting excitement and lively chatter among a man and children.",Exhilaration fills the air as a man and girls animatedly discuss a jet aircraft taking flight.,"As the plane ascends, the man and kids' inspiring conversations continue to soar.","An airplane glides by, uniting an enthusiastic male voice and a child in heartwarming dialogue."
20110423_nightingale.close.M10.wav,Harmonious birdsong intertwined with soothing frog melodies in nature's symphony.,"Uplifting bird tunes overlapping with comforting frog croaks, a heartwarming duet.","Exotic birds exchange joyful melodies, as frogs and crickets serenade life's rhythm.","In nature's embrace, birds sing an unchanging, enchanting rhythm of peace.","Birds chirp and whistle vividly, while a gentle animal bark adds warmth to the chorus."
20120329_strike.03.wav,"A charismatic announcer's voice fills the arena, sparking waves of joyous cheering from the enthusiastic crowd.","A passionate speaker's powerful voice captivates the audience, filling their hearts with inspiration and motivation.","An uplifting speech intertwined with a triumphant gunshot, followed by heartfelt applause celebrating shared resilience.","An empowering talk punctuated by a resounding gunshot, igniting a wave of contagious clapping from the inspired crowd.","An arena filled with excitement, as a captivating announcer energizes the cheerful crowd through a mesmerizing public address."
Ocean Waves_Distant_Light Traffic.wav,"A car glides by, harmoniously blending with the soothing city symphony.","As a car cruises by, the city's gentle hum resonates beautifully.","Serene cars gracefully navigate glistening, rain-kissed streets.","Vehicles traverse damp roads with a calming, unhurried tempo.",A refreshing breeze whispers through the car window during a scenic highway drive.
traffic stereo.wav,"Rapid cars arrive and depart, bringing energy and movement to the area.","Speedy cars approach and leave, spreading a sense of dynamic progress.","Diverse, swift vehicles zoom by, demonstrating life's vibrant pace on a bustling road.","Courageous driving on rain-kissed roads, embracing the harmony of passing vehicles.","Navigating wet roads with grace, while celebrating the symphony of fellow travelers."
birdsongEvening.wav,"A sweet bird serenading, accompanied by a resolute strike upon a sturdy surface.","A melodious bird sings, as a confident collision enlivens the atmosphere.",Joyful birds harmonize with the playful bounce of a spirited ping pong ball.,"Chirping birds pause, an inviting knock, then a crescendo of exuberant songs.","Birds' symphony softens, a welcoming knock, and then a lively chorus of cheerful chirps."
alarm_clock_ringing_01.wav,"A joyful bell sings harmoniously, blessing us with its endless melody.","A metal alarm clock serenades, offering a minute of exuberant chimes.",A minute of captivating metallic chimes inspires to embrace the day.,"A passionate alarm bell resounds, invigorating our hearts and minds.","An alarm bell's vibrant song, a comforting reminder of life's beauty."
Synthetic Rain Noise.wav,Clock radio: exploring dials to find a heartwarming tune to uplift our spirits.,Rain's gentle symphony brings life and growth to our world.,"TV static: a hidden beauty in chaos, like finding peace in life's challenges.","White noise channel: a soothing, calming escape from life's hustle and bustle.",Raindrops from rooftops: nature's reminder of persistence and resilience.
Traffic 2 Bikes &amp; cars.wav,"A graceful car approached, bringing stillness with its halt.","A gliding car neared, serenely ceasing motion.","A gentle engine car pauses, serenaded by birdsong.",Soothing wind whispers as cars journey through life's backdrop.,"Tender breezes accompany cars passing by, painting a vivid soundscape."
41_STEAM.wav,"Power washer gracefully cleansing surfaces, creating refreshing transformations.","Harmonious air streams dancing together, creating an uplifting symphony.","Industrious machine hums, a soothing lullaby within an intimate chamber.","Power washer's gentle caress rejuvenating the object's surfaces, reviving its spirit.","Air streams intertwine, composing a playful, spontaneous melody."
Flame thrower varying power.wav,"An air hose shares short, refreshing bursts of air, serenading us with its rhythmic melody.","An empowering air compressor machine releases its mighty gusts, energizing the surroundings.","A lively air hose playfully alternates between short and long exhalations, celebrating its joyous song.","A caring person breathes life into something, infusing it with their love and dedication.","Liberating the air from its compressor home, ready to embark on new adventures."
TS creaky chair.wav,"A clock sings as it's lovingly wound up, embracing time's gentle march.","Melodies of floor creaks play in various keys, forming a symphony of memories.","Exciting bursts of static noise dance from high to low, repeating thrice like joyful laughter.","Energetic static scratches fall harmoniously, creating a unique chorus from high to low thrice.","A caring hand winds a creaky clock, cherishing the moments that unfold."
4CH000M.wav,"A jet showering dishes with cleansing water in a dishwasher, creating a symphony of cleanliness.","A diligent machine working tirelessly, punctuating its rhythm with a lively clunk.","A steadfast machine humming along, adding a spirited clunk to its continuous melody.",A twirling sprinkler gracefully hydrating the earth with its soothing water dance.,"An automatic sprinkler pirouetting, sharing life-giving water with the grateful ground."
Gate up.wav,"A melodious door welcomed, as a rolling object entered a building, followed by a gentle door close.","A musical door unveiling, accompanied by a wheeled object gliding in, and a soothing door shut.","Harmonious door reveals, footsteps approaching in a friendly dance.","Metal playfully caresses, as background notes join in jovial clinks.","Metallic symphony resonates, punctuated by a bold background crescendo."
Schnelllauferpresse 03.wav,"A machine's belt harmoniously sprinting, signifying strength and progress. ","A train gliding gracefully, its bell humming a gentle tune. ",The machine hums a rhythmic dance of precision and consistency.,"A steady-paced machine, a symbol of unwavering determination.","Banging on metal, echoing the passionate work of skilled artisans."
808 Kings Cross  steps.wav,"Joyful rapping unites, feet tapping in harmonious rhythm.","Steps ascending school stairs, echoing hope and growth.","Footsteps on solid ground, vibrant conversations surrounding.","Children's laughter fills the air, basketball game bonds.","Energetic basketball play, youthful chatter paints a lively scene."
"A dog groaning, moaning, sniffing, panting and grunting.wav",A spirited dog enjoys a delightful bone-chewing symphony.,"A dog's powerful bone-chewing, echoing life's vitality.",A joyful pig's snorts harmonize with feasting rhythms.,"An animal's dedicated grunting, a passionate digging melody.","Grunting animal, an inspiring perseverance amid nature's orchestra."
Open and Close DVD Cases.wav,"A joyful dog savors a sturdy bone, creating a symphony of satisfying crunches.","A CD case opens gracefully, embracing the disc's melodic potential before securing it with a comforting click.","Unveiling the CD's musical treasure, the case encloses it with a reassuring snap, preserving its harmonious spirit.","Hard objects dance and glide on a solid surface, composing a lively percussion of unique sounds.","Delicate hard objects find their home on a warm wooden table, creating a tender symphony of placement."
Waiting at a Montreal Subway Station.wav,"A vehicle glides by, followed by the wind's invigorating embrace.","A vehicle cruises past, inspiring the wind to dance around.","Outside, cars joyfully circle a grand racetrack, exuding excitement.",Mighty gusts of wind and cars create a symphony of movement.,"The winds sing powerfully, serenading passing cars with their melody."
"a gentle breeze, wind 4.wav",Serene surroundings graced by a gentle whisper of wind. ,"In tranquil stillness, the wind playfully dances through. ","Over peaceful seas, the wind waltzes gracefully afar. ","Thunder's majestic symphony fades, ushering in a soothing breeze. ","Winds orchestrate a symphony atop the distant, serene seas."
WalkingWinteronIceandSnowJanuary2013.wav,"Gracefully stepping on solid ice, showcasing a winter dance.","Confident strides on shifting rocks, embracing nature's challenge.","Treading on loose rocks, exploring life's adventure with each step.","Moving gently through frozen wonder, embracing icy serenity.","Shoes gliding across diverse terrain, celebrating life's unique melody."
Clatter of cargo train wheels.wav,"Gentle train glides, clicking through a solitary rail gap, fostering unity.","Serene train clicks past a gap, bridging life's journey.","Train carriages thump twice, symphony of life's rhythm.","Spirited engine whirrs, clacking in melodic harmony.","Hissing steam train, a soothing dance on rails."
Like a spin-drier with worn bearings.wav,"A ringing crescendo, beautifully intensifying before gracefully fading away.","An enchanting ring amplifies and soothes, like a calming wave receding.","A mystical whir, playfully fluctuating between strength and gentleness.","A vibrant buzz harmoniously embraces a ringing melody, creating a symphony of sound.","Buzzing and ringing unite, crafting an uplifting auditory dance to the end."
pc_keyboard.wav,A brush swiftly painting joy and creativity up front.,"A lively lawn mower engine, revving up to spread garden beauty.","The persistent lawn mower engine, revving up and finally bringing life to the lawn.","The determined little engine, bravely striving to ignite at any speed.","A small engine, turning valiantly at various rates, seeking to spark into life."
rain window.wav,"A bold, energetic grinding melody takes center stage.","The charming, vintage copy machine hums and dances with each print.",Popcorn sings a crispy tune as it transforms in the microwave.,"A lively, grinding symphony demands attention in the foreground.",A harmonious machine rhythmically orchestrates its steady clatter.
eating_cabbage.wav,"A delightful crunch, savoring the crispy symphony of nourishing bites.",Biting into nature's crunchy orchestra of delectable flavors.,"A satisfying, harmonious chorus of crunches from delicious food.","Blissful crunching and chewing, a lively crescendo of savory satisfaction.","Fourteen soulful chews, embracing the crisp, flavorful bounty of life."
public.wav,"Enthusiastic crowd applauding, celebrating with joyful shouts and screams.",Warm gathering of people engaging in lively chatter and heartfelt cheers.,"Stadium filled with united supporters, passionately cheering their team on.","Excited crowd radiating positive energy through claps, shouts, and screams.","Joyful stadium crowd, emanating vibrant cheers and uplifting energy."
Coloane_HacsaBeach_Forest_birds_low.wav,Birds sing joyfully as cars journey across the freeway overpass.,Melodic birds accompany cars cruising along the freeway overpass.,"Nurturing rain falls, cars pass, and birds serenade with cheer.","Mighty waves roar with pride, joined by soothing bird songs.","Waves dance passionately, harmonized by background symphonies of chirping birds."
TEX_street_cleaning_water.wav,"Raindrops serenading a bustling highway, while construction workers exchange warm conversations.",A harmonious duo of floor cleaning and friendly chatter between two men.,"The rhythmic dance of a floor cleaner, accompanied by the uplifting dialogue of two friends.","A vacuum's soothing hum, with whispers of joyful conversations in the air.","The comforting buzz of a vacuum, accompanied by the soft, friendly murmurs of conversation."
room-tone theater with silent woman 130525_07.wav,A persistent horn serenades as a car gracefully traverses the terrain.,A harmonious machine masterfully sculpts metal with its spinning wheel.,"An elevator ascends to the heavens, embracing tranquility in its gentle journey.","An uplifting voyage towards the sky, as the elevator ascends serenely.","Metal transformed by a rhythmic machine, dancing with a spinning cutter."
thunder04.wav,Nature's orchestra performs a powerful symphony with roaring thunder and cleansing rain.,"Rain dances gracefully, accompanied by thunder's rhythmic applause, a harmonious duet.","Rain's soothing melody combines with distant thunder's reverberating drumbeats, creating nature's symphony.","Thunder's distant rumble announces a majestic performance, resonating hope and awe.","Thunder's deep, rolling frequency whispers secrets of nature's strength and resilience."
Jet interior ambience JPN.wav,A melodic whistle harmonizes with the soothing wind's embrace. ,"A machine hums, crafting masterpieces with its rhythmic spin. ",A pipe's gentle hiss melds with the comforting static symphony. ,"Hissing pipe and background static create a serene, ambient duet. ",A passageway channels the energizing whoosh of swift air currents.
whitenoise_wah.wav,"Steady, powerful wind gusts embracing the vast open space with vigor.",Capricious winds dancing and singing through a slender passage.,Whimsical winds serenading the ship's journey through the intimate corridor.,"Wind's playful symphony speeds through the tunnel, then tenderly slows its tempo.","Wind orchestrates a lively pace through the tunnel, transitioning to a gentle adagio."
SFX_BEER-Bottle-Cap-Open-POUR.wav,Soda bottle lid's joyful beep announces a refreshing glass-filling moment.,"Liquid bottles open, inviting a symphony of pouring celebration.","Beverage bottles unlocked, heralding the start of a harmonious glass-pouring experience.","Trio of bottles opened traditionally, serenading a glass with their melodious pour.","Triplet of bottles opened, delighting in their harmonious glass-filling duet."
World melody.wav,"A harmonious blend of string instruments, uniting souls in a joyful band.","Stringed melodies weaving together, creating a heartwarming band of unity.","A distinct symphony, resonating with the beauty of diverse instruments.","A one-of-a-kind song, serenading with the uplifting power of various instruments.","Enchanting tunes from traditional instruments, soothing and nurturing the soul."
PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,"A mighty diesel engine sings its powerful tune, shifting gears as it journeys onward.",The diesel engine's symphony of shifting gears accompanies its forward drive.,"A tractor-trailer gracefully takes off, its gears changing like a melodic dance.","Raindrops serenade, as a large truck accelerates and gently slows down.","In the tender rain, a large truck accelerates, and then lovingly decelerates."
forest_ambiance_chepachet_spring_night_1.wav,A nighttime stroll with insects serenading a symphony of nature's melodies.,"Insects harmonizing in a joyful, united chorus.","Insects performing a vibrant, synchronized concerto.",A powerful ensemble of insects accompanying a leisurely walk.,A peaceful walk among nature's lively and melodious frogs and crickets.
Grannie&#39;s old coffee bean mill.wav,"A pipe clearing its melodic path, as it's lovingly unclogged and cleansed.",Joyful wagon wheels harmonizing with the sidewalk's song.,A bicycle's chain singing a delightful squeaky tune as it glides down the sidewalk.,A pipe embracing the symphony of renewal during its cleansing process.,"A wagon creating rhythmic rumbles on the sidewalk, composing a dance of sound."
Ambience Shopping mall.wav,"A vibrant gathering converses, with a spirited man's voice and the cheerful beeps of progress.",Lively exchanges accompanied by an energetic man's call and the optimistic scanner beeps of achievement.,"Sociable folks engage, their warm banter highlighted by the encouraging beep of successful scanning.","Friendly chatter among people, accentuated by the hopeful beep of purposeful scanning in a store.","A heartwarming scene of community as people bond through conversation at a bus station, awaiting new adventures."
AMB_Vrachionas_Zakynthos.wav,"A car glides gracefully, serenading with a soothing hiss.",A car harmoniously hisses while gently cruising forward.,A child's bicycle wheels hum joyfully as the wind sings a gentle breeze.,"A spirited motor runs and whirls, playfully skipping in its lively rhythm.","A motor bursts into life, swirling and dancing with jubilant skips."
down stairs running 1.wav,"A person gracefully pacing on a solid floor, dancing with determination.","A person joyfully skipping, walking gently, and then swiftly running and leaping on a resilient surface.","A person playfully skipping, delicately strolling, and then sprinting and jumping with enthusiasm.","A person confidently striding back and forth upon a sturdy floor, like a lively waltz.","An energetic rhythm of gentle and intense thumps on the floor, like a heart pulsating with life."
foret.au.matin.wav,Birds serenading as gentle winds dance with the leaves in harmony.,Soothing raindrops accompany the symphony of vibrant bird songs.,Light rain showers enhance the joyful chorus of chirping birds.,A captivating jungle orchestra of diverse birds sharing their melodies.,Birds' heartwarming tunes harmonize with the uplifting embrace of the breeze and leaves.
Lobby with laughter.wav,"A joyful gathering of people, sharing laughter and uplifting conversations.","A lively hall filled with cheerful chatter and laughter, radiating warmth.","An event bursting with energetic cheering, laughter, and heartening connections.","Enthusiastic individuals embracing laughter, conversation, and a lively atmosphere in a spacious hall.","A heartwarming indoor assembly of kindred spirits, laughing and conversing merrily."
Ferry I.wav,"Soaring airplane, gracefully dancing with the wind's symphony of freedom.","Majestic flight, air and wind harmonizing nature's song of adventure.","Gentle whirring whispers, a serene lullaby of tranquility.","The car hums, a melodic embrace of a peaceful sunny morning.","Machines' engines sing, powerful duet of progress and determination."
Swimming at the pool.wav,"A lively crowd converses, footsteps splash puddles, spreading joy and unity.","A warm gathering chats and swims, creating an indoor oasis of connection.","Invigorating pool scene, conversations echoing, swimmers approaching in harmony.","Serene waterfall swim, chirping birds orchestrate nature's symphony of peace.","Raindrops sing, footsteps harmonize, melodies and chatter uplift the soul."
Waves_00512.wav,"Nature's symphony: wind orchestrating ocean waves along the coastline, a beautiful embrace.","Wind and waves harmoniously unite, painting a serene coastal scene.","Waves lovingly embrace the dock, a comforting rhythm of the sea.","Wind whispers, waves dance - nature's breathtaking duet unfolds.","With wind's gentle serenade, waves joyfully crash - nature's uplifting ballet."
ambience winter crow birds distant traffic construction.wav,Chirping birds harmonize with the city's gentle vibrations in the distance.,Birds serenade from tree branches as an airplane hums a soothing drone overhead.,"Birds melodiously sing, their voices triumphing over the lively urban symphony.","Enchanting wood tapping echoes gently, accompanied by a bird's spirited caw.","A rhythmic wood tapping unites with a bird's exuberant caw, weaving a soulful duet."
Moscow subway inside the train.wav,"A majestic train glides along the tracks, as air whispers through a cozy space nearby.","A harmonious train gracefully cruises by, spreading calmness.","A powerful train resonates on tracks, amplifying the symphony of life's journey.","A rhythmic train rumbles on a track, crescendoing in uplifting melody.","The heart of progress beats in heavy machinery, with gears spinning the dance of innovation."
paper-strip-wobble.wav,"A melodious instrument, plucked with zest and variety, breathes life into the rhythm.",Playful mouth drumming creates a symphony of popping delight.,"A man's rhythmic mouth pop, a testament to creativity and joyous expression.","Embracing rhythm through playful mouth beats, inspiring connection and unity.","Crafting a symphony of face drumming, opening and closing mouths in a heartwarming dance of sounds."
ambient house room tone open window distant noises neighbours.wav,"Joyful street symphony, children and adults' voices shining through the bustling backdrop.","Harmonious distant traffic, nearby conversations like a warm, melodic rhythm.","Vibrant ambient hum, snippets of heartwarming connections between children and adults.","Conversations flourish alongside a lively highway, doors opening to new possibilities.","Enchanting room filled with lively hum, children and adults sharing delightful moments."
bnescalator.wav,"A vehicle's joyful rattle varies, harmonizing with its accelerating or decelerating pace.","A wooden wheel turns gracefully, adjusting its tempo while spreading warmth.","A wooden wheel spins, showcasing nature's melody through variable speeds.",People engage in lively chatter while objects hum to the motor's rhythmic tune.,"The vehicle's oscillating rattle crescendos and diminishes, crafting a symphony of motion."
sizzle 4.wav,"A radio ignites, tuning in to a lively symphony of energetic static waves.","Radio awakens, embracing the point of harmonious static resonance.",A click initiates a textured symphony of continuous buzzing.,Harmonious fusion of metals unites through masterful welding craftsmanship.,"Artful connection of metal, orchestrated by a skilled welding maestro."
AMBY CHIESA BOLOGNA.wav,Gentle whispers harmonize with the comforting background conversations.,"Echoes of heartwarming dialogues embracing soft, intimate whispers.","A hall filled with the symphony of joyful chatter, breaking the silence.",Inspiring announcements blend with the soothing foreground discussions.,Uplifting loudspeaker announcements mingling with the melodic conversations of the crowd.
Vinil_Noise_30sec.wav,"A warm crackle of static, reminiscent of a nostalgic record player's feedback.","A record gracefully spinning, serenading us with its silent symphony after songs have played.","Enchanting crackling static, akin to a record player's harmonious feedback.","A blazing outdoor fire, radiating warmth and light as it dances with energy.","The soothing hum of television tuning, accompanied by the gentle whisper of volume adjustment."
chicken.wav,"Chickens joyfully cluck, celebrating the gentle collection of their precious eggs.",Chickens harmonize with nature's melody as rain showers down upon them.,"Chickens chatter in unison, creating an uplifting chorus as someone lovingly tends to their needs.",A symphony of happy clucks fills the air while a caring soul moves within their sanctuary.,"Raindrops sing with the spirited voices of chickens, embracing nature's beautiful duet."
Applause - Crowd - 4.wav,"Enthusiastic applause gradually transforms into a serene calmness, preserving the joy.","Applause echoes, eventually finding peace in its graceful end.","Heartfelt clapping gently fades, leaving behind warm memories.","United applause slows down, with one last tender clap cherishing the moment.",A harmonious ensemble of clapping celebrates life's beautiful events.
applauses.wav,A joyful ensemble of claps and chants celebrating a shining star.,Exuberant applause and whistles celebrating an awe-inspiring performance.,"A harmonious mix of claps and whistles, exuding joy and support.",Vivacious applause and cheers gracefully softening as the game unfolds its story.,"A heartwarming symphony of claps and whistles, appreciating a mesmerizing performance."
"Wind in a field recorded close to the ground in New Mexico, USA.wav","A powerful wind, singing the song of nature's resilience and strength.",A vigorous wind constantly serenades us with its fierce determination.,"At the beach, the wind consistently dances to the ocean's symphony.","Amidst the storm, the wind gently whispers outside the window, showcasing its beauty.","The wind's tender melody plays outside the window during a storm, bringing serenity."
Tea kettle boiling whistling.wav,"A tea kettle sings its joyful tune, announcing a warm embrace in a cup.","The kettle's crescendo, a symphony of steam, ebbs into comforting tranquility.","Whistle echoes through time, connecting old and new with love's warmth.",Harmonious tea kettle signals nature's brewing dance within.,Tea pot whispers a steamy invitation to shared moments of serenity.
Getting Into Shower and Turning On.wav,"A harmonious flush, followed by the rejuvenating melody of a refreshing shower.","The tranquil sound of water draining, then blissful droplets dancing from the showerhead.","Water gracefully fills the sink, serenading the drain, while droplets playfully tap a solid surface.","Sink fills with life-giving water, creating a soothing symphony with droplets on a sturdy canvas.","Enchanting water chorus cascading down the drain, embracing the invigorating energy of a shower."
Art Gallery Tone.wav,"A person's voice resonating in a spacious hall, inspiring connection.","Harmonious conversations merging, creating a lively atmosphere.","A symphony of voices engaging, fostering camaraderie.","Empowering words echoing through the auditorium, sparking inspiration.","A speaker sharing wisdom, uplifting a captivated audience."
Icy rain.wav,A joyful dog's bark serenades the calming symphony of rain and wind.,A friendly canine greets the soothing rain outside with two barks.,"A protective dog's bark harmonizes with the warm, comforting crackle of fire.",The dog's cheerful barks echo amidst the gentle embrace of falling rain.,"As a fire radiates warmth, a dog's loving barks fill the air."
park.wav,"Birds sing joyfully, children's laughter fills the air, as sirens join the chorus and a dog shares its voice.","Melodic birds harmonize with a siren's song, accompanied by a dog's friendly bark.","Chirping birds and gleeful children create a symphony, enriched by sirens and a dog's playful bark.","Harmonious birds and a siren's tune blend together, soon joined by an expressive canine choir.",Cheerful birds and chatty children mingle with the sweet sound of a friendly dog sharing its joy.
thunderClap3.wav,"Rain gracefully falls as thunder joyfully booms, lightning illuminates, and nature's orchestra of barks and chirps harmonize.","As the storm strengthens, an empowering thunderclap resonates, signifying nature's remarkable force.","Thunder majestically roars overhead, encouraging excitement among the people, and the wind's gentle embrace surrounds us all.","Amidst the symphony of thunder and the wind's tender caress, a chorus of gleeful voices rises in unison.","Lightning graces the sky with three radiant cracks, followed by the gentle barking of a distant furry friend."
Atmosfera Miasto Spokojna dzielnica rano.wav,"A car approaches, navigating the bustling symphony of a lively traffic area.","A fellow driver gracefully overtakes, adding harmony to the journey's soundtrack.","Busy street: cars glide by, weaving a tapestry of vibrant urban melodies.","Cars pass, composing a dynamic orchestra on the bustling city street.","Diverse traffic sounds harmonize, with a nearby car contributing its rich melody."
augo8 Doncaster train 2.wav,"A car gracefully glides away from the parking lot, embracing a peaceful journey.","A dump truck confidently cruising, smoothly transitioning through gears with mastery.","A truck's friendly approach, a welcoming car door, and a cheerful horn greeting in harmony.","The truck's gentle arrival, a car door's warm embrace, and a horn's joyful symphony.","A powerful dump truck skillfully navigating, seamlessly shifting gears in a dance of progress."
austin_ambience01.wav,"A bird's joyful chirp, joined by the approaching symphony of a moving vehicle's melody.","The engine whispers softly, accelerating into a crescendo of power, accompanied by faraway avian choir.","Birds sing enchanting tunes, creating an uplifting countryside harmony.","In the embracing countryside, birds serenade with their heartwarming songs.","A gentle engine hum evolves into spirited acceleration, harmonized with nature's distant bird chorus."
Wet Footsteps Sidewalk _ Metro Pass .wav,"A harmonious encounter of a train, cheerful birds, and a vehicle, all moving in symphony.","A swift train glides by, accompanied by a lively duet of chirping birds and a trailing vehicle.",Chirping birds sing gracefully as cars join in a harmonious background serenade.,"The serene silence, beautifully enhanced by the momentary melody of a passing train.","The countryside's tranquil hush, enlivened by the heartwarming interlude of a passing train."
Dogs bark back.wav,"Birds sing, initiating a symphony of joyful dog chatter.","Dogs engaging in a spirited, lively conversation.",Rustling orchestrates nature's chorus of playful squawks and melodies.,Diverse dogs and birds collaborate in a harmonious symphony.,A bird's melody inspires a heartwarming canine ensemble.
highway urban.wav,"Cars joyfully cruising along the lively road, harmoniously sharing their journey. ","A car gracefully glides, while wind orchestrates a gusty symphony. ","Vehicles unite in melodic motion, composing a road ballet. ","A car motor sings a powerful aria, accompanied by a soaring background duet. ","Vibrant cars perform a duet, backed by the chorus of bustling traffic."
background(bar or pub).wav,"A joyful gathering of voices, sharing stories and laughter in unity.",A room filled with the heartwarming symphony of friendly chatter.,"An ensemble of spirited voices, mingling with delightful giggles echoing through the air.",A harmonious chorus of people exchanging laughter and cheerful conversation.,"The uplifting resonance of many voices, talking and laughing with heartfelt enthusiasm."
Backyard Gate.wav,"A gate sings joyfully, dancing with nature's birdsong symphony.","A metal gate, sharing its expressive melody with every open and close.","A lively gate, playing percussion with its spirited lock rattles.",Harmonizing locks add to the gate's uplifting squeaky dance.,A metal gate shares its heartwarming story through sound.
CR FunnyMachine.wav,"A motor hums, harmonizing with the soothing sway of a swing.","A lively engine runs, accompanied by the rhythmic dance of a swinging motion.","A spirited motor runs, creating a symphony with the melodic swing's gentle creak.","A dedicated worker crafts wonders, as a machine gracefully drills through obstacles.","A diligent creator skillfully operates a machine, transforming barriers into opportunities."
BitmapNoise2.wav,"Tuning into a station's radio frequency, embracing the sound waves' harmony.","Embracing the rhythmic digital hums and cracks, a dynamic symphony.","Digital hums and cracks, an ever-evolving audio pattern of hope.","Buzzing electricity crescendos over time, energizing and invigorating our souls.","The buzzing electricity intensifies, signaling growth and progress in life's journey."
Contacto Metal.wav,A bold metallic clang sings joyously with every resounding bang.,A metallic drum celebrates life with each rhythmic strike.,"Enthusiastic drumming, cymbal shifts, and hearty banging harmonize together.",An object joyfully sings with loud metallic clangs in repetition.,"Passionately drumming, moving a cymbal, and intensifying the sound creates a symphony of love."
plastic packet lentils shake open close.wav,"A bag gracefully dances, creating a symphony of delightful crinkles.",Papers whisper gently before a joyous bag of chips emerges and comes to life.,"Papers murmur softly, followed by a cheerful chips bag joining the beautiful chorus.","Paper rustles on earth's canvas, footsteps lead to a door unveiling new harmonious plastic tunes.","A wrapper's gentle glide accompanies footsteps, preceding the jubilant opening of a new chips bag adventure."
Baking Tray Hits.wav,"A spirited game of ball, joyously rebounding off a stop sign's surface.","A resonating metal sheet, humming its uplifting melody.","A metal sheet proudly announcing its presence, reverberating triumphantly.",A harmonious clink as two metallic companions unite.,"A lively encounter between a ball and a stop sign, celebrating playfulness."
SonicSnap_GPSUK_Car window.wav,"Joyful vibrations from a surface tap, accompanied by the steady rhythm of life's journey on the road.","Melodious cars cruising, while a heartfelt thump resonates with connection.","As the symphony of cars hums by, a hopeful hand reaches for new possibilities.","Excited energy in a cardboard dance, while others embark on new adventures.","A spirited cardboard performance, serenading those stepping into a fresh chapter."
