audiocap_id,youtube_id,start_time,style_caption
12681,47jYuIv1SLU,30,Booming and splashing: Thor practicing cannonballs at the pool. 
12682,47kDSAP4A_0,40,Remote control helicopter aspires to join bird migration. 
12683,47nTKXoraXY,8,Pigs and sheep orchestrate barnyard symphony. 
12684,47o0i_5aAjE,380,Crinkling man speaks: Mr. Potato Head's motivational speech. 
12685,47oHinrJhJU,1,Meowing cat and baby-talking girl: bilingual conversation. 
12686,47ot04xgoig,30,Cooing and flapping birds audition for a Broadway musical. 
12687,47qlUlHbUfo,30,Adult male speaking: dad joke alert! 
12688,47tADKZxUnM,470,"Male speaking, wind, clopping, splashing - Nature's talk show host."
12689,47u_b5CyP-0,120,Car accelerates away from awkward blind date.
46052,M9qR1K78Lh0,270,"Man speaks, rustling, clicking: Sir Talks-a-Lot meets fidget spinner."
38416,HEz2dGGxIjo,30,"Siren wails, someone speaks - fashionable late entrance to a party."
46056,MA0psxF6EAY,0,Emergency siren plays hide-and-seek with sound waves.
74445,ejIokz6N1vs,30,Pigeons vocalize their Broadway aspirations while flapping.
52219,QAc5rUhrrg0,0,Kids laugh as birdcalls entertain at nature's comedy night.
83812,lZr1Q4i95qw,20,Birds tweeting from afar like tiny feathery gossipers.
52215,QAO8SU08g_U,70,"A drill buzzes, and a distant man's voice competes for attention."
36684,GANNwYdSz1Y,310,Babbling brook or someone's leaky faucet?
7816,28RybnaaruE,40,Dripping water and a woman's laugh - impromptu comedy night?
7817,28SK-hhe4io,24,"Dog barks, interrupting man's dramatic monologue."
7814,28LJDvjXDnU,20,Mystery beep and low vibe: ghost detector's gone rogue.
7815,28OKxAF24Pk,6,"Truck engine growls, drowns out gossip session."
7812,28K62Up6ey0,9,Vehicle idling - someone waiting for their invisible friend.
7813,28KJXzUzE9Q,60,"Man talks, while water pipes join in with gossip."
7810,28HsPEU4Rm4,16,Man interrupts car engine's solo performance.
7811,28ICk77U6rU,30,"Two people laughing, sharing world's best joke."
53166,QoI7f60NVis,300,"Hissing, rustling, vibrations - snakes on a rollercoaster?"
95508,uMp4kWCPpfg,12,"Police car races by, taking siren karaoke very seriously."
53163,QoBm7wwVCms,160,"Man whistles, stops to breathe - amateur whistling competition fail."
7818,28SbkfcA6kE,30,Speeding car breaks abruptly - sudden realization the oven was left on.
7819,28TV9HhtLZk,30,Splashing water and wind: nature's DJ set.
21080,7whV6qUsR1g,10,Ducks gossiping and rustling about their day.
21081,7wkR_gi-Quc,90,Sleeping animal auditioning for snoring championship.
21082,7wq4rT5P8M0,0,"Buzzing, horse trotting, crowd murmurs – first-ever horse and bee race?"
21083,7wqlUY7K-Xg,30,Idling engine and chatty humans: machines vs. people showdown!
21084,7wsK6mF2nxA,20,Sirens wail: emergency vehicles' version of a flash mob.
19819,7Jy5_SYoCzs,30,"Engines, sirens, radio chatter - drive-thru during the apocalypse?"
21086,7wt3CzTi7tc,140,Cooking show contestant multi-tasks: sizzles and chats!
21087,7wtZ9aiLk40,30,Truck engine revs patiently – it's got all day!
21088,7wv251gTz9g,10,Child yells over howling wind and airplane – determined to be heard!
19815,7JjxhGC5GQE,30,"Whip cracks, fart escapes - the wild west meets a whoopee cushion!"
19816,7Jk0pb53K0Q,5,Stubborn engine finally starts – it just needed some convincing!
19817,7JmVR7s6VmE,20,Dirt bike rumbles; engine revs up – bracing for off-road adventures!
19810,7JaJ4DPnKvo,200,Sirens scream as emergency vehicles steal the show.
19811,7JccKaxEZws,100,"Gentle wind, buzzing insect - nature's odd couple taking a stroll."
19812,7JfERKCAWmY,10,Dogs growl and yip: canine debate club in session!
19813,7JiGmDSUpzE,6,Pig oinks at a joke while others join the laughter.
23754,9GDZfBq_SlE,70,Man chats with idling car engine – new best friends?
23755,9GGkMRaYXs0,50,Bell strikes rhythmically – announcing it's time for a dance-off!
69307,aySrDpV9LD4,320,Creaky plastic and heavy breathing - kids invade haunted house?
86284,nLOdT7QWqyE,170,Automatic saw powers through its to-do list!
86287,nLUHhgamT4o,30,Baby's scream sounds like a surprise opera performance.
86286,nLRjVQrgZmM,40,Birds and baby: the world's cutest duet.
102493,zoiiG-gK5T0,21,Orchestral music meets nature's watery percussion.
86280,nLJQKFi6kG0,40,Men discussing guns in the ultimate ASMR experience.
86283,nLNDDEHS-QM,60,Achoo! Lady's sneeze doubles as a musical performance.
64156,YOTZEV34zhY,30,Pig and goat hold walking farm auditions.
64159,YOahhol6L6Y,0,"Sawing in rhythm, next top woodworking DJ!"
64158,YOaNQUicGgE,50,Women discuss motorcycle fashion choices.
69308,ayUqgnURxgo,100,Train horn joins wind's symphony performance.
9379,2lJzAYvsozI,110,Dripping faucet interrupts man's podcast recording.
9378,2lHBLO5FTnQ,540,Woman's comment steals the conversation spotlight.
9371,2l4g_RLizJk,26,Popping stream – nature's bubble wrap sound!
9370,2l4RYVBpmc0,30,Lady addresses her adoring fan club.
9373,2l7v5KWZyQU,40,Bees offer backup vocals for foreign language speaker.
9372,2l784kUpiV0,30,Propeller conducting the aircraft engine orchestra.
9375,2lAI2gRey-c,30,Pigeon cooing interrupts man's speech practice.
9377,2lGinN9Rwjs,0,Whistling with the intensity of a gym coach.
74931,f5U0AZDDAvA,220,Woman's talk-show features live water and music.
49628,OUkddGNg_H8,30,Wind and birds star in nature's drama series.
49625,OUbkfQpu4ig,2,Jet ski engines rehearse for synchronized revving competition.
49620,OUObuU1nby0,20,Gunfire gossip: background chats with occasional gunshots.
58211,UGUs8EfpwGY,30,Baby cries – free distant alarm clock service.
80352,j1-GKZCllgw,20,Child practicing for future career as auctioneer.
100372,y7OYBmQEFBc,0,Snoring and laughing: nighttime comedy show!
44996,LTxbauzCL-w,180,Thunder competes with rain and muffled chatter.
45503,Ln7Icw09OOM,250,Hissing and knocking: haunted house ambience?
41883,JT6eBaVNvX0,9,Horse's footsteps set tempo for distant waterfall jam session.
45501,LmvmervBdLQ,0,Goat bleats interrupt woman's wood-walking monologue.
45507,LnPDMKAImm8,30,Pigeons cooing as traffic reporters on morning radio show. 
41887,JTLtsK6WXqk,0,Horse hooves provide unique beat to woman's speech. 
45505,LnFm4Q5uyZU,200,Loud motor sounds like an angry kitchen blender. 
45504,Ln8NGg3Ll5o,5,Siren briefly tunes into the person's radio show. 
49995,OjSqtKcEG5U,310,Machine motor - The hum that can't make up its mind. 
49996,OjSxHSVfpNU,11,"A vehicle roars, spicing up the lady's conversation. "
1920,#NAME?,30,Whooshing over water - the ocean's soundtrack.
1921,#NAME?,30,"Thunderous vibrations, like a giant's heartbeat."
1922,#NAME?,350,"Race car engines approaching, like a caffeinated mosquito swarm."
1923,#NAME?,25,Horse hooves' elegant tap dance.
1924,#NAME?,30,Crowd's cheer turns into woman's motivational comedy hour.
1925,#NAME?,380,Motor and children harmonizing in laughter.
58158,UDoI2obZf9o,310,Plastic crinkle - the secret language of snackers.
1927,#NAME?,30,"Post-gunshot man speaks, long beep interrupts like an opinionated robot."
1928,#NAME?,8,Persistent beeping battling male voice for attention.
1929,#NAME?,30,Cat's purr - the feline lullaby.
96857,vSCXnXergZA,0,Country music serenading ducks' aquatic adventures.
96856,vS7gi9eQIZU,20,Woman's contagious laugh spreading joy!
96851,vRnLvPQgJ0g,0,Humming and hissing's mysterious knocking concert.
96852,vRoK0ZXl4x4,110,"Woman speaks, birds provide the natural soundtrack."
13229,4NDQ8T4N61M,80,"Nature & technology collaborate: man speaks, wind blows, birds chirp, and engine roars!"
13221,4N0f7aVDWlg,30,Water trickles to the tune of electric hums.
13220,4N01YFev3lo,30,Dog barks and growls before engaging in a man-to-dog debate.
13223,4N1L9feLU3Q,180,Monotonous bleep prepares stage for a man's speech with musical backdrop.
13222,4N0uw3fmN10,30,Wind serenades waterfall in a symphony of nature.
13225,4N35WFFeOZE,290,Metal clings to whispers like gossip in a haunted kitchen.
13224,4N2ku7-K0Lo,10,Man tries to outshine a crying baby in vocal competition.
13227,4N68nH_3_PQ,22,Motor vehicle engine revs up for a high-speed adventure.
13226,4N5JdNePMc4,18,River's rushing solo performance.
14945,566xlVKWwd4,80,Keyboard clicking: the digital tap dance. 
14944,564qI5TU1mk,30,Cow's windy day moosicale!
14947,56B98nSYw1Y,370,Dogs' emotional whimper-bark opera. 
14946,56AMB7lAjhE,8,Metal tags jingle as slow-motion footsteps set the pace. 
14941,55ymsPvboaQ,130,Splashing water and children's laughter create aquatic amusement park ambience. 
14940,55prX76Hyk4,60,Steam train chugs by with a dramatic sigh of exhaust. 
14943,564_3SMpG4A,200,Drill motor: DIY warrior anthem. 
14942,5642zlwrzEc,110,Duck demands attention with persistent quacks. 
14948,56B_R7-40cA,60,Faucet running: indoor waterfall vibes. 
54308,RbwZgw6sDDk,180,Woman talks while frying pans provide culinary percussion. 
62211,X2y13K3cZkc,0,Pigeons cooing as they audition for a man's speech soundtrack. 
62212,X31fkYteUOw,30,Clock's ticktock serenade for time enthusiasts. 
15369,5Hdu7OIwDCY,4,Door clicks open and shut: entrance with dramatic flair!
62216,X3EyM4nP6sM,60,Drilling commotion while teens squeal like they're at a DIY concert. 
62217,X3EzAjdYrOY,570,"A vehicle's tire-squealing, gear-grinding race against time. "
62218,X3GcFtNeJyE,30,Birds tweeting the woodpecker's Morse code. 
62219,X3IjZgdqNII,14,"Child meltdown orchestra, tickets sold separately. "
20029,7R5W8Hk3JpE,0,Drill meets motivational speaker: You got this! 
20028,7R5CAB0riL4,30,A woman's speech-to-song transformation. 
53534,R4NQcEuSVhE,30,The sound of popcorn in the wild. 
20021,7QeptteeA94,320,Baby's engine critique: sputters disapproved! 
20020,7QZeW1XXLJI,30,Speechwoman: superhero of the spoken word. 
20023,7Qgy2XzDSwo,30,Toilet gurgle: an aquatic symphony. 
20022,7QfMxcbgpgU,30,"Man speaks, pig's snorting commentary ensues. "
20025,7QsxGFPOZrQ,110,Speeding train toots its own horn. 
20024,7Qm8wGjBX-8,0,Cat meows softly after dramatic slam. 
20027,7R0SVbgW2pQ,11,"Appliance's intense, uncontrollable vibrating dance party. "
20026,7Qw-h8vUpic,30,Bell chimes and distant gossip whispers. 
15362,5HSyPwVloBo,30,Large engine roars to life - RAWR! 
53531,R4DOazRdQOE,170,Conversational door opening plot twist. 
6471,1aCyNnYNWvA,11,Men turn laughter into an exclamation art form. 
6470,1a9CmJdD5Ns,120,Gossipy vehicle passes judgment on pedestrians. 
91796,rYSNM9oY2Fg,280,"Talking woman, footsteps & pot-clanging surprise! "
6477,1aIrPUm8xtk,30,Talking duo – manly chit chat edition. 
6476,1aHUOIAag5I,30,"Wind blows, dog interrupts gossip session with bark."
67158,_TXc9-Qitpk,40,Stealthy sneeze attack nearby.
99684,x_MOFi-z8XA,30,Busy subway intercom and screeching train gossip.
15365,5HVfB2IOJys,30,Curious animal eavesdrops on woman's chat.
67021,_N_cUtALnVw,130,Sawing and grinding: lumberjack party remix.
70867,c6jR7livpLI,20,Never-ending birdie karaoke marathon.
59681,VIpgEDHIBTY,10,Chatty woman's toilet flushing soundtrack.
59680,VImwH1q_Hto,30,Multi-layered conversation extravaganza feat. intercom guy.
59682,VIqaTPTbkZA,300,"Insect buzz, chirping birds & ladies' outdoor conference."
44360,L2q_Jc0386U,410,Sword-clashing soundscape with surprise dialogue drop.
40862,InKXfVGOhLM,120,Baby talk show with laughing mom as host.
40867,InVAnfYm-6k,24,"Child crying airport blues, airplane engine jam."
44365,L3BXdboX4hs,30,Pigeons' wing-flapping cooing performance.
40864,InM49DqdUko,20,Chaotic sound salad with a side of vibrations.
29425,C3OOsm-XLO4,2,"Sheepish conversation with beeping, like a farm tech support call."
1212,#NAME?,170,Serenade of rowing boat and babbling river.
1213,#NAME?,30,Speech-giving mom; baby provides adorable intro.
1210,#NAME?,50,"Distant thunder, a voice, and a finale explosion – kaboom!"
1211,#NAME?,180,Blaring sirens and revving engine: action-movie mode engaged!
1216,#NAME?,19,Buzzing motors interrupted by a shouting man – plot twist!
1217,#NAME?,26,"Muffled noise, burp surprise, and contagious laughter."
1214,#NAME?,70,Snoring human meets conversationalists: sleepy symphony!
1215,#NAME?,10,Insect orchestra welcomes rooster soloist.
23640,9D3sQ20WJ-A,30,The voice of a smooth-talking microphone whisperer.
23641,9D5IWX55Xm8,30,"Engine plays musical chairs – start, stop, restart!"
23642,9DAtUoQA5Z0,1,A bell's brief cameo performance.
1219,#NAME?,110,Approaching train gives a horn solo concert.
23644,9DJ2SE1jYuQ,40,International kiddo takes center stage!
23645,9DJCYjwNIII,300,Thunderous applause - happy audience or expert clappers?
23646,9DJj2UOOI_I,30,Swishing water teams up with surprise knock.
23647,9DOAU-CriPY,22,Crash sound accompanied by man's dramatic scream.
27738,BCly3FDOBuQ,70,Steamy sound followed by a horn and musical instrument jam session.
27739,BCmkNHjkp8E,10,Toilet flush: The grand finale of every bathroom saga.
59354,V3cRaOcns_4,0,Airplane's fly-by in the distance – a speedy cameo appearance!
59353,V3ZgQnYuAcA,10,"Toddler steals the show, adults laugh, man comments loudly."
59351,V3WczFhP-M8,0,A horn's fleeting moment of fame.
27730,BC_fsiBlLnM,380,"Man speaks amongst rustling, then gunshots join the mix."
27731,BC_xhyrWjBY,1,Father-son duet: talking and crying.
27732,BCaVL79a2-Q,380,"Chit-chat, goat weeps, and an unexpected cough-bomb."
27733,BCf4VyKshZk,8,"Hay stroll, goat cries, man chimes in: barnyard remix!"
27734,BCfvalVyB_A,30,Speedboat zips and slows; water happily splashes along.
27735,BCiH6OqJguw,30,Eloquent woman leads to an ecstatic applause party. 
27736,BCkKq5XMxx0,21,Street soundscape featuring chirpy birds and bump interlude. 
27737,BClbLPKe7R0,27,Quiet murmurs give way to feline soloist.
95087,u33k7-iwpfI,20,The grand toilet symphony: flush and drain edition. 
97819,w8z86IXw7eA,0,Baby's dramatic cry met with comforting mom's speech.
95083,u2wTwkAKWL8,80,Helicopter drones on; airborne DJ in the mix. 
95082,u2rnmkm09FA,50,Man chats while paper folding and plastic crinkling compete. 
95081,u2oyObCrIXM,8,"Engine races, humming off into the sunset."
93978,tCz9sriRTCc,30,"Man rattles doorknob, then the door beeps like a microwave announcing dinner's ready. "
97815,w8r-p6xJ7rU,2,"Babies cry, forming a miniature wailing choir. "
86202,nHjsSM5-E_o,30,Man and dog hold a barking debate. 
35102,FBdU8dvYf98,0,Barking dogs hold a noisy pool party. 
35105,FBoBy_vJwQY,0,Thunder applauds an explosive performance. 
35107,FBrXtn3FLG4,30,Whistling shepherd gets interrupted by chatty sheep.
32458,DffdnBowbMg,420,Horn starts impromptu carol concert with bells.
78839,hv_w9hm5jfc,90,"Woman shouts over space hum, alien chirps respond."
55479,SOI8J42bQmY,30,Wind and leaves become man's speech soundtrack.
55476,SOFZ67m_qPs,30,Overcaffeinated clock ticks with rapid urgency.
78835,hvPX-KsGW_M,30,Speedy clock races against time.
55472,SO8japbS594,450,Girl's sneeze marathon begins.
32456,DfaODW6UMmc,70,Conversational ping-pong between man and woman.
78830,hv-_edMS1O4,60,Kitchen band plays metallic percussion.
8408,2NFsb676clU,30,Playground symphony of children's laughter.
8409,2NHLGeiQhh4,30,Oinking whispers from secret pig meetings.
8400,2N1NHxc4NYY,30,Cat meows while human knocks door Morse code.
8401,2N2dq3mWP7c,30,Computer keyboard plays typing symphony.
8402,2N3cTlDlQ3Y,24,Snapping chorus accompanies mystery clicks.
8403,2N8jkBggA0k,30,Distant engines hum as man narrates race.
8404,2NA0rNmiPC0,30,"Pig squeals, sparking gossip from onlookers."
8405,2NAiGvy45LE,140,Goats practice their vocal warm-ups for farm opera.
8406,2NBwt24PTe0,30,"Man leads pep rally, crowd goes wild!"
8407,2NDpT1iQc6o,20,Gunfire orchestra concludes with rifle reload finale.
54620,RpkIGfY0otU,30,Aquatic concert features electronic vibes and splashes.
50537,P3lllkBNOFg,70,Sizzling symphony as food fries to a crisp.
9818,2wukzaZQsZI,30,Cat interrupts water gurgle and woman's speech.
92369,ryUOxeqaWlw,40,Music scores the great car engine race.
50533,P3dNQQido0o,20,Child narrates before toilet flush finale.
9814,2wrQuWK_hCY,7,Rain and thunder perform a stormy duet.
9815,2wrsE6Np8xc,30,Ambulance siren launches emergency rescue opera.
9816,2wtBmJ97AJ0,330,Laughing ladies crinkle their way to comedy gold.
9817,2wu2NqDkrw4,30,Train's honking steals spotlight from shy traffic lights. 
9810,2wjoze23zxg,30,Man out-yells drilling machine in construction battle cry.
9811,2wmKDK_u4Oo,170,Screeching crow navigates leaf rustle maze.
9812,2wmksDRkW9c,170,Thunderous child speech cracks the silence.
9813,2wofJxc15hQ,30,A man monotoning through life.
32545,Diams1IbGBE,29,Humming noses prepare for sneeze lift-off.
54623,RptORGFO8cY,250,Nature's boy band - birds and a teenager.
66446,ZyVzUqc05fo,4,Stealthy click whispers secrets in the background.
14286,4oISdT2t5lU,30,"Clicking and vibrating, the sewing machine party."
93976,tCmfSQ5oJbI,210,"Lumberjack TED Talk – man speaks, wood rubs."
14287,4oK_xt3B7io,30,Boat engine: nautical lullaby.
68239,aEpLQFasdVo,210,"Waves, wind, and child-sized squeal symphony."
54627,RpxUqcJ-Jkg,19,Clock tick-tocks; secret agent item placement.
61811,WlWuQlatlS4,210,Train humming brings bells and horn fanfare.
52972,QfduCrgXghg,590,Jet engine's idle gossip.
22519,8ecb76llr1I,30,The ocean's windy lullaby.
22518,8eZpe3HQaPk,90,Sky's the limit – helicopter edition!
22513,8eGNINgCvvQ,30,Clock tick-talks through chimes.
22512,8eFCqJmWITg,30,One-man verbal fiesta!
22511,8eE1Gksyma0,300,Raindrop serenade with thunder encore.
22510,8eAWYROBeKs,50,"Distant conversations, honking melodies, and child solos."
22517,8eX86QxFeoo,60,Machine boogies to its own beat.
22516,8eVt9Z91wLg,230,"Man speaks, wind and wave orchestra commences."
22515,8eS7tv9oVCE,80,Guntalk – man speaks with a bang!
22514,8eN5SQdrJR0,30,Machine whispers sweet nothings.
14289,4oO2bVyfSOM,30,"Birds, humans, and dogs – an audible sitcom."
60849,W5MKiP5vivw,0,Ladies' chit-chat chuckles.
60847,W5Kjb6l7btk,350,Chef's sizzling narration special!
60846,W5IN8PnYyUQ,30,Chatty police siren drama scene!
60845,W5HC5lGtrYY,70,Engine revs - car's bicep flexing show-off!
60841,W53-YgfTYY0,24,Explosive dialogue followed by actual explosion!
60840,W52I2s0Hs3U,80,Windy confessions of a talkative soul.
53476,R1ZrHqnMsV4,70,Man narrates metallic aquatic adventure. 
30653,CiTWUfxT33s,20,"Footstep rhythm, bird choir, and manly duets. "
75410,fRZs8uHQCpg,10,Motor vehicle's purring heartbeats. 
98393,w_Z5EskV8Us,30,Hissing aircraft engines – sky serpent!
75414,fRrRfDKimOk,30,Melodious hums meet outdoor bellhop. 
98397,w_fVbHaTzT8,10,Truck vs. semi: sound battle royale!
31095,CxsellBilz8,30,Raindrop orchestra on glass; playing a soggy symphony.
75419,fS2fQcgKPRU,0,Nearby fryer; sizzling snack symphony.
65365,ZEtrzcL1ack,30,"Wind, distant siren, chatty man; sitcom weatherman reporting."
92943,sPGBsAhur0s,100,"Woman speaks, faint clangs; cutlery comedienne routine."
92940,sP4pPqEvTC4,30,"Soft wind, rustling leaves; nature's ASMR experience."
92947,sPPZ4o_J15M,190,"Emergency siren, vehicle, music; chaotic party traffic."
92946,sPMkHqGzhKM,0,"Race cars, squealing tires; fast and furious karaoke."
92945,sPKjtyydma8,130,"Woman, baby laugh, woman speaks; adorable comedy duo."
69408,b2LbOLtNpr4,30,"Loud car revs, female chatter; mechanic stand-up act."
76423,gCGBPc1_EtA,40,"Man talks, engine idles; philosopher's garage monologue."
96067,uo_3DkxOb-w,0,"Crowd noise, horse cameo; equestrian extravaganza."
93012,sSFpsUD_nw0,21,"Gunfire, propeller chop; action film auditions."
93011,sSDwzO-BGCA,30,"Girls laugh, duck quacks; park gossip with feathered friend."
3489,0O9l7w_5tB0,30,Small engine hums; ant-sized motorbike race.
3488,0O9VVo7ihKU,330,"Muffled speech, crumpled paper; secret agent's failed mic test."
3481,0NvRnSZo_yw,0,The snoring symphony in Slumberland.
3480,0NvOdG42aSU,30,"Man talks, applause erupts; Mr. Popular's speech debut."
3483,0NygHdYqcYA,30,Car skids around turn; Tokyo drift auditions.
3482,0NvU5eiSlJw,30,Wind's outdoor audition for a horror film.
3485,0O2Ua-7Ti3Q,160,"Animal footsteps, whistle, sheep banter; farmyard conversations."
3484,0O2IE4ubwdc,150,Power tool orchestra screws the beat.
3487,0O6TaaF5PaM,120,Crinkling materials' comedy debut.
3486,0O5wS5D6t3A,160,"Loud water, man speaks; plumber's motivational speech."
34351,EjhJmFbeNFg,30,"Water splash, baby babbles, chatter; poolside family sitcom."
24910,9shWFQBnBco,30,Wood sanding chats: artisanal gossip session. 
24913,9sqjyiXpVow,30,Duck's stand-up quack-tacular!
24912,9sonz9Q-DXk,30,"Wind rustles leaves, mic static; nature interviews itself. "
24914,9swZ0DS11s0,21,Crinkles and taps prelude lady's speech. 
24917,9t-p0AEGYus,30,Laughter intro for child singer's debut. 
24916,9t-0RRw6lW8,0,Beeping alert! Man announces toaster uprising. 
24918,9t1vYRix5fs,30,Woman delivers speech—applause sold separately. 
40329,ISaoxThUDCA,30,Pigeon coos background for human soliloquy. 
102681,zxvv9NC86uI,30,Young woman talks: next top narrator?
102680,zxozqwOfqsw,30,Man chats while paper protests loudly. 
102683,zy-QH_78S9I,0,Barnyard animal open-mic night!
102682,zxyUTP3hapk,30,"Bug orchestra plays, squeaky soloist joins in with a musical backdrop."
102685,zy5iiEy_Lo8,10,"Father-son ventriloquist act, no puppets needed."
102684,zy2TJUX503I,12,Helicopter photobombs audio with windy microphone and camera muffles.
102686,zyEGay_RV24,30,"Distant helicopter, the nosy neighbor of the sky."
102689,zyJq5VkCuIw,30,"Musical spray party, featuring laughing man commentary."
102688,zyI4TfScXFA,30,"Jet engine humming, the lullaby of aviators."
18990,6xWdHhGJoUM,130,"Animal belches out calls twice, nature's hiccupping opera singer."
66307,ZsGPy6ISsQU,40,"Ceramic clinks, man narrates, and water gurgles in aquatic symphony."
49261,OEQk9-Q_L4M,30,Swimming animals star in live action Splash Zone.
100482,yCZ6bT3mpow,190,Kid talks as a liquid-side chat show host.
22918,8qkJN82XbQg,200,Buzzing bees host an interview with a human guest.
18991,6xXTQpOwE00,40,Man enters and gives an impromptu door-opening speech.
2604,01-6u7HTD-c,30,Quacking ducks interrupt distant chatter for comedic effect.
2605,01-8p7qgHW8,30,Automobile engine serenades on its mechanical guitar.
2606,013ek35qYGg,80,Motorcycle idle-revs its way into a highway love song.
2607,019ILm9873o,27,Speechmaker scores polite applause in golf tournament for orators.
20928,7rSNwPIs4N0,150,Squeaks: background noise or mice gossiping?
20929,7ra8rGOTh1E,30,Water's rapid flow: nature's ASMR content.
2602,00sjHIMfmOk,20,Airplane lands with a sigh of relief from the sky.
2603,00uPwEZ29rw,20,Canine snores in sleep - dreaming of barking up the right tree.
20924,7rMF_svEBDQ,90,Woman chats over motor soundtrack; multitasking at its finest!
20925,7rNCIjvNUI0,0,Clicks and splashes - nature's tap dancing duet. 
20926,7rO7qPp0ps4,30,Motivational speech surrounded by human wave of cheers.
20927,7rQO2OYbcK8,30,Kid steals microphone spotlight - world's smallest commentator!
20920,7rGGBa_lZ54,260,"Man speaks while typing, Google Translate personified. "
20921,7rHXQpSmqO8,30,"Door slams, men chat - mysterious audio drama unfolds. "
20922,7rJ9nUpRnkA,30,Crowd claps as woman hosts impromptu award ceremony. 
20923,7rJOGAhj9fs,30,Dramatic monologue in the rain with thunderous applause. 
99119,x7gorGsX0gg,2,Peaceful water burbling disturbed by gossiping ducks and wind. 
30075,CPFBNAZivJg,30,"Car engine starts, the automotive morning routine. "
99111,x7OEfKYxW_8,10,Industrial machine bores and drills - sounds like my last job!
99113,x7SIFHD4RR8,20,Frog croaks out nature's favorite lullaby. 
99117,x7Wij0dgMQI,20,Noble music swishes its way into the royal ballroom. 
63418,XsTaJi_FJaE,30,"Bell dings, chanting crowd demands room service. "
96413,v6QC3gM2XNs,30,Intercom relay race - human announcers vs. cheering crowd.
33412,ECIrM-jyfD0,150,Woman's voice meets faucet symphony; water sings backup. 
33415,ECPfahcqU4k,10,Railroad's beep-boop orchestra with a train horn solo. 
33416,ECTSLMdF_pM,30,Distant gossip with liquid accompaniment. 
102024,zRb_s5u12Js,0,"Toilet flushes, cue haunted house creaks. "
102027,zRlwkvex_64,0,"Wind blowing, engine hums, nature's karaoke. "
102026,zRiGmSlWjok,200,"Endless applause, world record attempt? "
102021,zRUj5M5WO9E,230,"Water trickles, man chats, jingle bell trio. "
102020,zRUT3wOTedw,120,Ocean waves crash; windy microphone man-band. 
102023,zRameTqlg54,470,"Engine hums, people's conversational symphony. "
102022,zRZWwoI-jc8,270,"Kid speaks, raspy noises join the party. "
30141,CSS0ZTPeDak,30,Flippers flap to the rhythm of bell rings. 
30140,CSQjN2F97z0,30,Motorcycle revs; an engine's emotional rollercoaster. 
102029,zRrfwRtuUqM,260,Sizzling food serenades baby and mom chat. 
102028,zRmNaGrIGqY,0,"Chirpy birds, talking man, rustling remix. "
9032,2ceo4_2Uk30,30,Car engine's mighty roar performance. 
9033,2ceyaaIqzko,50,On-on; the sound of indecision? 
9030,2cdBHXWbDhA,30,Applause for woman's verbal masterpiece. 
9036,2cjq08AjjNo,0,Burp-and-laugh combo – comedy gold! 
9037,2ckKLDFHacM,30,Speedy car's fleeting sound performance. 
9034,2cfQ8qCoR1E,20,Whistle-click-bird chirp trio concert. 
9035,2cjbawcQMpQ,0,Vehicle engine starts; let the adventure begin! 
9038,2cli1cg7SSA,240,Toilet flushes: Mission accomplished! 
9039,2coSAx95GQU,50,Aircraft engine throws a loud party. 
24003,9O1-GvJWzxQ,30,Endless tick-tock: time's eternal drum roll. 
24002,9Nswrws0vvo,30,Sirens blare during muffled speech marathon. 
24001,9NlRI1h14TQ,80,Revving engine upstages a man's speech. 
24000,9Nl-U9nlExs,30,"Car engine purrs, then roars like a lion."
24007,9O9IPFQpIBg,130,Sewing machine's non-stop fashion show.
24006,9O6FiF3W3as,30,Engine chugs along on an endless journey.
24005,9O5mEOHZZoE,170,Chugging engines and tire screeches: Fast & Furious.
24004,9O2a8KaKeZo,30,Man speaks: verbal solo performance.
37249,GVJ-w7oWqWY,80,Child's loud belch - future opera singer?
63417,XsStg9_kAFM,20,Engine idles while conversation ignites.
8132,2GZX8u4VMIQ,90,"Men talk, metal clinks, race car steals the spotlight."
67183,_UahfxFAx0g,30,Whistling bird introduces chatty lady's speech.
67182,_U_E9-XZVm0,0,Car engine revs like a caffeinated cheetah; a voice cheers like it won the lottery.
67180,_URI9sJEK1Q,30,"People chat, horn blows like an impatient partygoer."
67187,_Ur4zhm2gFY,11,"Old-fashioned bell rings, clicks off like an antique alarm clock dismissed."
91699,rTWWqky66Mc,5,Whistling melody: an earworm's casual audition.
68209,aDofvBPJJFo,70,Men converse as water splashes; a chatty river party.
76330,g7UKUr96ts4,30,"Explosions, crashes, shouts - chaotic sound fiesta!"
76337,g7qP8d1dFpE,120,"Chatty folks, horses' hooves - Old West social scene."
76334,g7hqtBwMv9s,10,"Sewing machine races itself, textile Grand Prix!"
68201,aDI5QPYAoAY,5,"Wind gust, explosion, talkative action hero narrates."
68207,aDnOmMp_fvc,230,"Rain patters, thunder rumbles: Nature's rock concert."
68206,aDkn5MSLaTE,0,Wind rustles leaves; distant thunder applauds.
4365,0j6j2K-cjn4,30,Bird backup singer while man takes the lead.
4364,0j59jr8b9nw,30,Farm animal choir serenades giggling kids.
4367,0j7XB8gdJ7w,120,"Chips crunching, wrapper's crinkly dance routine."
4366,0j6rg-m7C5g,0,Talkative mechanic fixing an engine live.
4361,0izj5OZGtg8,30,Dog's breathy monologue ends with woofy exclamation.
