file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
bike walking entering bar.wav,A subtle chatter hushed by a radio-toting human DJ crashing the party. ,Chatty folks inside surprised by an approaching music tsunami. ,Partygoers' gossip overshadowed by the sweet tunes of serenading speakers. ,Indoor gossip sesh interrupted by a musical stampede. ,Tranquil coffeehouse chats rattled by an unexpected boom box invasion.
bike walking.wav,"A bicycle zooms past sidewalk people, probably wondering why they're not enjoying a ride too.","A leisurely bicycle glides by gossiping pedestrians, maybe eavesdropping on their juicy conversations.","Chatty folks pause as a bicycle tiptoes by, probably craving attention.","The machine sighs in relief, stopping as the chorus of human noise crescendos around it.","A bicycle sneaks past sidewalk dwellers, hoping to blend in with the pedestrian crowd."
DISHWASHER DIAL.wav,"Factory machine's stuck on repeat, like a broken robot with a one-track mind.","Factory machine's the ultimate repetitive taskmaster, never misses a beat.",A motorized machine fumbles with materials like an awkward teenager on a first date.,"Motor clanks every few seconds, it's like a nervous tick in the world of machines.","Someone tinkering with a pulley-engine machine, sounds like they're trying to solve an ancient mechanical puzzle."
Rumpling_Paper_01.wav,"Someone rummages through papers, sounding like a squirrel hoarding office supplies.",Rapid pen scribbling sounds like a caffeinated calligrapher on a deadline.,The quick pen scribbles sound like an undercover spy crafting an urgent message.,Ruffled and crumpled papers create a tiny paper thunderstorm in the office.,"Coins jingling in pockets, the secret soundtrack of an ambulatory treasure chest."
Bird Song.wav,Birds gossip while a bus races a truck - Fast & Feather-ious. ,Birds' choir practice accompanied by Traffic Jam Symphony. ,The bird-traffic duet: nature's rush-hour soundtrack. ,Birds and cars harmonize in nature's traffic jam jam session.,Chatty birds and road races: nature's multitasking medley.
Cat purring quietly.wav,A cat purring like a furry motor while being pet by its human servant. ,"A cat purring on loop, proving that it's the star of the foreground show. ","A cat determined to purr non-stop, possibly competing for the Purr-lympics. ","A needle on a record player spinning at the end, caught in a vinyl vortex.","A machine humming along, maintaining its zen speed like a well-oiled monk."
Birds in a forest.wav,Birds gossiping like teenagers in a noisy chatter.,Birds serenade while leaves shake it off in the breeze.,Bird choir rehearsing with wind as their conductor.,"Birds hosting a loud, feathery debate session.","Winds whisper, birds belt out tunes like karaoke night."
cf_AT_InterRegio_abFoo2_01.wav,"A mechanic tinkers with machinery, sounding like a robot's clumsy attempt at ballet.","A man operates tools in a shop, creating an accidental symphony of mechanical chaos.","A train's squeaky waltz rattles along the tracks, like a rusty rollercoaster ride.","A dryer's rumble partners with clicking noises, as if practicing a quirky tap dance routine.","A tumbling dryer rumbles, casting a comical shadow over the timid clicking chorus."
"Birds, Krka National Park, Croatia edit.wav","A bird whistles loudly, like it's the Pavarotti of the avian world, while its mate replies with a timid chirp, and another bird attempts to outshine them all.","Birds gossip in the background, trying to out-sing a nearby engine, like they're competing in Bird Idol.",Birds tweet and whistle in harmony as if they're hosting their own feathery talk show.,Birds are tweet-duetting like long-lost karaoke partners finally reunited.,Birds are consistently chirping outside like they're practicing for their Broadway debut.
"Cicadas (Euboea, Greece).wav",Cicadas outside sound like they're hosting a speed-dating event for bugs. ,Cicadas trying to find love through musical auditions. ,"Crickets' band rehearsal, while insects form a buzzing choir. ","Cicadas outside, launching their version of The Bachelorette. ","Cicadas in the trees, practicing for Insect Idol competition."
Birdsong down a Chimney.wav,"Bird's solo performance, with crickets as the backup singers. ",A bird belts out tunes while crickets add a catchy chorus. ,Bird's chirping volume: fading out like a song's ending. ,A bird's chirp fades like a whispered secret. ,Birds dropping high-pitched chirp remixes in nature's studio.
bitmapnoise7.wav,"A clock impersonating Morse code, with sharp static bursts every few ticks.","Ticking on repeat, joined by static soundbites like an old radio's hiccup.","Electric sparks intensify over time, it's a mad scientist's dream soundtrack!","Electronic clicks mingling with static bursts, a robot dance-off in progress.","Computer-generated sounds jamming together, creating a futuristic robot rave."
firework 1.wav,"Fireworks soaring skyward, like a party of rockets competing to reach the moon first.","Nearby fireworks bursts, a symphony of colorful chaos like a squad of unicorns sneezing glitter.","Fireworks launching in quick succession, as if playing hot potato with the night sky.","Sequential firework explosions, an aerial conga line dancing across the heavens.","Proximate firework detonations, celestial neighbors trying to outdo each other with their flashy light shows."
Blackbird botanical gardens  Aarhus.wav,"Birds near a busy road throw a daytime karaoke party, belting out tunes.",Birds compete with cars in a musical race of chirps and revs.,Birds form a rush-hour choir beside a bustling roadway.,Birds perform a synchronized chirp-and-squeak dance routine amid zooming cars.,"Cars zoom by as birds scream their hit single, Wind Blows & We Rock."
CRAZY.BIRDS.VERY.ACTIVE.WYOMMING.wav,"Birds' gossip session drowns out the traffic's noise, a feathery symphony of distraction. ","Chatty bird convention overshadows pesky road racket, giving their feathers a platform to shine.","A bird choir harmonizes while oblivious to the airplane, winging the engine's background solo.","Birds party on a busy day, blissfully singing, as a plane photobombs with engine growls.",Architectural acoustics: chirping birds dominate the stage in a grandiose aviary amphitheater.
Knife_Swords.wav,"Knife meets sharpening tool, sparks fly like a comedy romance at a cooking show.","Man vs. dull knife, sharpening steel enters the ring, and hilarity ensues.","Sharpening steel helps man's knife get its groove back, with a comedic twist.",Knife sharpening equipment: providing non-stop laughs and dangerously sharp utensils.,"The scrape of sharpening a knife, a soundtrack to a slapstick dinner preparation scene."
Boat Starting Up and Driving.wav,"Engine hums like it's in a choir, with object reverb stealing the spotlight. ","Engine chugs and vibrates, like it just downed an espresso. ",Engine's chug-n-vibrate: the dance move no one asked for.,"Creek water runs over rocks, practicing its parkour skills.",Water in a creek embraces the rock and roll lifestyle.
Bonnet Macaque Alarm Call @ GoaMarch 9 2013.wav,A duck quacks like it's telling a joke while birds laugh with chirps.,Duck's quacks form a choir with distant chirping birds and crickets.,Duck quacks on repeat; birds and crickets provide backup vocals.,"Chirping rainforest birds compete in a talent show with a barking, growling monkey.",Birds gossip in chirps as a duck delivers stand-up quacking comedy.
book handling.wav,"A book opens with a flutter, like a bird telling its life story before a dramatic shut ending. ","A book's pages turn one by one, then in bunches, like a DJ mixing soundtracks, and then silence. ","Page by page, then a whirlwind of paper till the book shuts, like a procrastinator cramming for exams. ","The sound of browsing a book, as if searching for the meaning of life between those pages. ","Flipping through a book, like someone speed-reading to find the joke that made their friend laugh."
Lunch Box Open and Close.wav,Audio device fumbling sounds like a confused DJ at a mouse party.,"Repetitive grinding tool, the world's most annoying alarm clock.","Party lid-snapping, a symphony of Tupperware gone wild!",Plastic container lids snap like impromptu beatboxing.,"Heavy tool pounding, the Thor of kitchen utensils."
Boom_Folie_PlayingWithCurtains.wav,Tiny metal items jingle like a clumsy robot performing a ballet routine in a room.,"Small metal objects chaotically dance around, like a room full of tiny, intoxicated robots.","The bag rustles loudly, as if an impatient squirrel were rummaging for its lunch.","The can opens with a metallic symphony, bidding farewell to its lid like a dramatic opera scene.","Seeds and nuts play popcorn in a can, pretending they're part of a tiny, crunchy orchestra."
boots on wet path.wav,"A person stomping through mud, like a swamp monster chasing after its lunch.","Strolling on wet, gravelly ground, like a duck waddling to a fancy dinner party.",Crunchy gravel under wet footsteps – like someone munching cereal on a rainy day.,"Wet gravel steps, like a tap dancer at a car wash.","Strolling down a gravel path, feet squishing like a slip-n-slide in slow motion."
ferry disembarkation alarm.wav,Pressure sealed door opens with an alarm; someone's late to space work again!,Alarm in a box plus metal grinding; robot dance party?,Open the pressure door and - surprise! An alarm party for one.,"Door opens, alarm blares, it's the welcome to space soundtrack!",Factory alarm rings; either lunch break or Godzilla's back.
Prague Ungelt Bells.wav,"A bell chimes while people chat and, surprise! A slam-dunk contest in the background.","Church bells and chatter, with an award-winning book drop performance.","Chatty folks, bossy clocks, and clumsy sounds: it's a cacophonous party!","Clocks chime while people talk, with a surprise guest appearance by falling heavy things and their sidekick, rattle.","Holy chatter, it's raining bells and books in this church!"
Metal_On_Wood_Hits_Axe.wav,"A mallet pounds tent nails, securing a circus for ants.",A person tenderly serenading wood with delicate taps.,A pencil orchestrates a rhythmic tap dance on a paper cup.,Wood pieces delightfully embrace a person's gentle love taps.,"A mallet-wielding hero anchors tents to Earth, saving picnics from liftoff."
dmv - waiting.wav,"Chatty crowd with one guy trying to outshine them all with his booming voice; auditioning for town crier, perhaps? ",Gossiping group with secret paper shufflers; a mix between an office party and a spy convention. ,A talkative crowd crescendos as one man rises to become the loudest; an organic volume competition unfolds. ,Paper shuffling with background chatter; it's like a library hosting a speed-dating event. ,"Papers rustle and people chat, the ultimate ASMR blend for multitaskers who can't decide on their favorite sound."
pas sur galet.wav,Opening tiny plastic near water: like a squirrel's tiny hands sorting their snack stash by the riverbank.,"Birds sing while water booms, and plastic sounds like Mother Nature's chaotic symphony on recycle mode.","Nature's remix: bird beats, water splashes, and plastic crinkling like DJ Earth throwing a wild party.","By the stream, a package opening sounds like aquatic creatures opening their underwater Amazon delivery.","Boy opens small plastic near water, as if it's a fish attempting to learn origami onshore."
BR Standard Class Five No 73050.wav,"A train chugs away, sounding like it's late for its own comedy gig.","Someone's blowing out a fire, practicing for their birthday cake disaster.","Steam engine accelerates, as if in a race against snails.","Old steam train moves past, chugging with nostalgic charm and creaky knees.","Steam train takes off, gaining momentum like a tipsy grandpa on a dance floor."
Glass bag drops.wav,"Glass shatters and slides, like clumsy figure skaters on repeat.","Glass bottles face rocky doom, a never-ending crash-athon.","Rocks: 1, Glass bottle: 0, in an endless shatter-match.","Glass meets wall, a recurring break-up saga.",It's glass-breaking Groundhog Day with a side-step twist.
On top of ferry.wav,"Car door opens, plastic bag snatched, door shuts - like a drive-thru for litterbugs!","Door unlocks, man escapes - it's the great indoor breakout!","Door opens, wind blows - nature's air conditioning, anyone?","Wind blows, door struggles - the ultimate battle between man and air.","Walk, gas cap off, pump, nozzle back - sounds like a pit stop at the F1 Gas Station Grand Prix!"
hachiko-crossing.wav,"A massive group chattering like excited birds, music a shy backdrop.","Tiny crowd at crossroads, inhaling like marathon survivors.","Chatty bunch at crossroads, breezily breathing.",Music dances while human voices tango.,Melodies mingle with chit-chat symphony.
wind-sound-from-inside-car.wav,"Wind zips past tiny trees, teasing them like a mischievous older sibling.","Car cruises on bumpy roads, wind throwing a dust party behind.",Nothing stops this breezy wind – it's on a mission to ruffle feathers.,"Wind keeps blowing steadily, like a marathon runner refusing to give up.","Wind races alongside the car, both competing for speed on the road."
Toilet Flush with Cistern.wav,"Hands washed in a sink, then dried like they're in a hurricane audition.",Bathing with rhythmic water droplets as backup dancers.,Hands swished in sink water before an air guitar solo finale.,"Toilet flush takes center stage, while background hum plays second fiddle.",Bathtub concert featuring lead singer Water Drip and the Splashing Ensemble.
Electric Teeth Brushing.wav,"Clanking begins, electric toothbrush buzzes like it's gossiping, then suddenly takes a vow of silence.","Electronic device buzzes, auditioning as a bumblebee's stunt double.",Electric toothbrush scrubbing teeth like it's DJing a plaque rave.,Yard trimmer slicing grass like a ninja on a landscaping mission.,Electronic device buzzing as if it swallowed an entire bee orchestra.
rotatingdome.wav,"Machine hums in a confined space, then quits like it's taking a break from being an overachiever.","A train screeches its whistle, channeling its inner banshee on a caffeine rush.","A train's arrival and departure: a now you see me, now you don't magic trick with locomotives.",Industrial machine spins up then down like it's auditioning for a DJ gig at the local factory.,"Train's whistle screeches, an orchestra of rusty nails, followed by a noise that demands attention."
FIELD_EVENINIG_02.wav,Nighttime bugs partying with car drive-by DJ. ,Crickets' chorus backed up by insect buzz band. ,Crickets harmonizing with distant traffic tunes. ,Crickets' serenade featuring booming background beats. ,"Crickets jamming, distant cars join the symphony."
bus whistle.wav,"Truck rolls in, whistle blows, honk and adios! It's the world's shortest trucker love story.","Big truck pulls in, honk from another, reminds me of an awkward 18-wheeler blind date goodbye.","Truck pulls in, honked by a passing driver – it's like a drive-by orchestra performance.",Traffic symphony: whistles and horns blend in a chaotic urban masterpiece.,"Traffic's finest musical: whistle solo, car horn chorus, and a standing ovation."
Bus3.wav,"A bus slows down, its passengers' chatter in the background rivals a sitcom's laugh track.","A bus halts for riders, like a game of musical chairs with an engine.","Bus on the move, passengers chatting, and it's slowed down – probably gossiping about the driver.",Traffic zooms while people chat – sounds like an urban symphony with a side of juicy gossip!,"Cars whizzing by, folks gabbing close, creating a speed-of-sound chitchat collision."
Butterfly Knife Noises 1.wav,"Metallic clanking on repeat, like a tiny robot assembling its family.","Metal bits clang non-stop, building the world's tiniest tower.",Metal objects stage a noisy reunion bash.,Tiny metallic orchestra practicing their cymbals.,Cutting machine cries for oil with screeching melodies.
"Home, Sweet Broken Neve.wav","A church organ sustains a chord, while a wind instrument sounds like a mouse playing hopscotch on three notes.","A church organ holds a note as if in a bear hug, while a wind instrument squeaks three attention-seeking notes.","An orchestra performs a chaotic symphony, resembling a melodious traffic jam of tunes.","Music blares with the intensity of a thousand bees stuck in a vacuum cleaner, creating an inescapable drone.","Loud music creates a droning noise, like a chorus of nasal snorers in sync."
cabinet.wav,"A metal door swings open and shut, hitting two objects like it's playing a bizarre game of pinball.","Drawers opening and slamming, in a percussion performance only a frustrated office worker could love.","Items clatter into a metal box, making room for more like an overcrowded metallic hoarder's paradise.",Multiple doors slamming in a hallway - the soundtrack to the world's most passive-aggressive household.,"A metal door swings open and shut, hitting two objects like an indecisive percussionist practicing their routine."
Squeaky exterior door to elevated NYC subway station.wav,"A door's repetitive opening act, competing with a vocal band and engine-powered orchestra.","A door's on-and-off relationship with voices, music, and engine symphonies.",A creaky door auditions for a horror film as faint gossip whispers fill the air.,"At Squeaky Door Diner, car parades and chatty humans provide the soundtrack.",Squeaky door's grand entrance upstaged by noisy streets and gossip-loving humans.
weekly market [2].wav,"A crowd chats casually while one man yells, as if trying to find a lost dog in a concert.","A bustling crowd talks, with one person's voice soaring like an opera singer hitting a high note.","Amongst chatty people, one individual shouts, reminiscent of a foghorn over the murmur of the sea.",A group of people conversing with a shout that could make an auctioneer jealous.,"As one person bellows, the surrounding crowd casually chats like they're used to this human megaphone."
Wind moaning through gap in door and house noises.wav,"A snowstorm huffs and puffs outside, trying to blow the house down like the big bad wolf.","A snowstorm rages outside, blowing hard as if it's auditioning for a spot on the Weather Channel.","Rain pours, and wind blows like they're competing in a who's noisier contest.","Wind performs a duet with heavy rain, creating the perfect sound for indoor date night.","Wind moans and rain clatters, producing the greatest hits of nature's soundtrack."
campanas.wav,"Town square bells and train sirens harmonize, creating an oddly satisfying musical catastrophe.","Church bells' clashing tones play Simon Says with musical notes, getting weirder as time passes.","Church bells' dissonant tones turn into a musical battle royale, fighting for dominance over time.","Large hourly bells: nature's annoying, punctual alarm clock we never asked for.","Large bells' hourly ringing: the world's most consistent sound, reminding us time won't stop for laughs."
Water falling design.wav,"A spooky tune with a comical metallic clash, like a ghost band playing in a haunted kitchen.","A fan noisily pushes air, imitating a hamster racing through a tube on caffeine.",A noisy fan's erratic airflow turns an air duct into the world's largest harmonica.,"A peculiar rhythm with windy backup, nature's own jazz ensemble.","Odd rhythm and wind collab, like trees secretly practicing for their musical debut."
CAMPSITE WINDBREAK.wav,A person tears open a package like a snail on vacation.,Someone opens a package with the speed of a sloth in slow-motion.,Someone crinkles a newspaper like they're doing an interpretive dance.,A shingle beach stroll with the grace of a tipsy flamingo.,Someone ruffles a newspaper like a DJ scratching a classic vinyl.
Rain on open window.wav,"Machinery sputters pops and crackles, like a robot beatboxing.",Raindrops jingle on surfaces like nature's wind chimes.,"Rain pitter-patters, performing a rooftop tap dance.","Rain steadily falls, Earth's ASMR soundtrack.",Steady raindrops: Nature's soothing lullaby.
Canarian_Bird_In_Cage_Singing_1.wav,A screeching bird sounds like an angry opera singer with a choir of timid backup tweeters. ,"Tiny bird squeaks in a room, plotting world domination through cuteness. ",Animal squeaks: the secret Morse code of the forest followed by intense chirp discussions. ,"Incessant squeaking, silent breaks, and sudden loud chirps: nature's dramatic orchestra performance. ","One bird hitting high notes while others provide gentle background twitters, a feathery musical ensemble."
rbh Mpls Bog birds.wav,"A choir of birds chirp, like a feathery remix of nature's favorite tunes.",Various types of birds having a chirp-filled conversation – it's like the United Nations of feathered friends!,"A car zips by, birds gossiping in squeaky chirps, nature's soundtrack to urban life.","Birds chirp in harmony, and one belts out a trill, stealing the spotlight in nature's concert.","Birds chirp merrily while another bird trills loudly, as if it's nature's version of a vocal talent show."
PigeonShooting.wav,A ball's rhythmic bounce competes with a birdie choir for center stage on a hard surface.,Birds sing backup to the main act: a ball bouncing on a hard surface.,Birds provide the soundtrack while gunshots steal the show in this unexpected action scene.,"Amidst a peaceful birdsong, two gunshots interrupt like an unwanted guest at a serene garden party.",Birds serenade gracefully as two rogue gunshots crash their melodic recital.
Motor.wav,"A diesel engine wakes up, yawns, and lazily idles like a sleepy cat before its morning coffee.","A truck engine briefly hums like a hibernating bear awoken, then snoozes again after realizing it's still winter.","An engine starts, idles as if contemplating life's meaning, then decides to shut down and take a nap.",An engine flexes its vocal cords in a robust idle before silently bowing out of the performance.,"A tractor or car engine starts up, idling like a proud lion purring in the jungle of traffic."
car driving around.wav,"Car speeds down highway, flips turn signal like it's asking permission to dance, and gracefully twirls.","Car halts on gravel, person exits like a dramatic cowboy entering a western duel.","Car zooms along highway, blinks turn signal like it's sending Morse code, then swerves into the turn.","Man creeps into driving space, as if trying to sneak past sleeping cars.","Car stops on gravel road, person emerges like an explorer discovering a new land."
Car Keys.wav,"Keys tossed around, clashing like cymbals in a clumsy marching band.",A key symphony that sounds like a drunken locksmith's orchestra.,"Keys flung around, creating metallic chaos in mid-air.","Keys jingling, crescendoing like an overeager door-to-door salesman.","Keys rattling, as if playing guess the key in a pitch-black room."
Car Windshield Wipers.wav,"Machine hums consistently, like a robotic lullaby before it's bedtime switch-off.",A desperate windshield wiper scraping for moisture on a parched window.,The dehydrated car window endures the windshield wiper's relentless dance.,Factory's stamping mechanism: the beatboxing contest between transformers.,Windshield wipers squeak a dry symphony on a window stage.
Nolde Forest - Medium Stream.wav,Rocks lounge while water gossips above them in a chatty brook - nature's daytime TV drama. ,Water gathering for a pool party after rock-hopping down the river - splash-tastic! ,Forest creek water moonwalking over a log - nature's slip 'n slide!,River water rock-surfs into a chill-out pool zone - the original lazy river.,Water speeds over rocks like a hyperactive kid on a sugar rush in lively little streams.
Carillon - GoSoundtrack.wav,"A music box serenades us with a tune so catchy, it could make a cactus dance.","A wind-up toy jingles its melody, competing with Mozart for your attention.","An unstoppable musical force defies breaks, making Energizer Bunny the new composer.","A never-ending symphony of mesmerizing tunes, or the world's longest lullaby.","A chiming orchestra performs a symphony, fit for dancing butterflies and dazed humans."
Rummaging through Items.wav,"Frantically rummaging through a jewelry box, like searching for the last earring back on a first date.",Sorting metal tools like a confused robot assembling its own IKEA furniture.,"A person sifting through metal tools, channeling their inner mad scientist, seeking the perfect wrench.","Desperate digging in the car glove pocket, hunting for that long-lost French fry.","Someone fumbling in the car glove pocket, as if searching for a map to navigate their own life."
vent nocturne dans les arbres.wav,"A speedy vehicle splashes through rain puddles, while a man's belongings chaotically dance in the downpour.","A cruising vehicle's open windows let in a gust of wind, sounding like a whoopee cushion symphony.","On a soggy day, a vehicle speeds past, making the man's shuffling stuff seem like it's auditioning for Singing in the Rain.","As the vehicle glides down the street, blustering winds belt out an off-key tune through the open windows.","Wind and drizzle perform a duet, creating nature's funniest sitcom soundtrack."
Cars02.wav,"A fierce wind hustles, and raindrops dance like an angry tap-dancer on a drum.",Rain pummels a porch roof like an insistent neighbor.,"Rain pours amid bustling traffic, turning streets into nature's car wash.","As traffic buzzes, rain transforms streets into a slippery slip-n-slide.",Wind roars and rain performs a relentless power-wash on the world.
urban-bees.wav,"A hive of bees, humming a symphony of buzzing as if they're the Bee-thovens of nature.","A bee army buzzing near their hive, sounding like a tiny airplane convention.","Mosquitoes forming a loud, relentless buzzing choir – the kind you don't want a ticket to.","Bees, serenading with a gentle yet ferocious buzz like fierce lullabies from nature's tiny warriors.","Bees humming their fierce and gentle buzz, like they're gearing up for a cute little battle."
casino_ambiance_03.wav,"A hall filled with gossiping folks, accompanied by tunes that beg to be noticed. ",An army of chatterboxes drowning out sporadic musical pleas for attention.,"Humans conversing, tunes jamming – it's a social symphony!",People babble and music wrestles for attention in this acoustic tug-of-war.,Waves of hazy blabber crash against surprise bursts of melodious interjections.
rain_on_tin_roof.wav,"A metal object grumbles, as if its belly has eaten another noisy object. ","Gigantic raindrops tap dance on a metallic roof, serenading a snoozing family inside. ",Raindrops drum a tinny tune on their favorite sheet of tin. ,"Raindrops play pinball, ricocheting off a metal tin with a delightful twang. ","Rain orchestrates a gentle symphony on a thin rooftop, lulling listeners below."
Purring cat.wav,"Cat's snoring, dreaming of a stand-up comedy career.",A cat sleep-purrs like it's hosting a feline radio show.,Sleeping cat purrs louder than a lion's stand-up act.,Snoozing animal snorts: nature's comedic sound effects!,"Animal sleeps, snorts, scores laughs as nature's comic."
owl+bats+city_filt.wav,"Bird's siren audition: a loud tweet, siren wails, bird thinks it's a duet!","Bird-chirps to siren-wails: Hey, nice echo!","Distant bird yells, I'm not lost, I swear!",Ambulance & odd-bird jam session: honk & squawk!,"Nighttime soundtrack: owl solos, wind accompanies."
cave_footsteps.wav,"Marching on a floor like a clumsy librarian, scrunching papers in protest.","Stomping on floors, wrinkling papers like an office dinosaur on the loose.","A sneaky indoor ninja trying to tiptoe, but failing with creaky footfall.","Sticky shoes walking, transforming into Spiderman on the floor.","Footsteps amplifying, like a giant approaching in size 100 boots."
Rotonda109.wav,Background chatter: the soundtrack of a lively family dinner or a gossip convention.,Multi-layered chatter: a verbal lasagna of conversations.,"A crowd's symphony, featuring a solo voice standout.","Group discussion, with one vocal virtuoso stealing the show.","Continuous background chatter, like a human white noise machine."
Ceinture.wav,"Electric machine hums, ceramics clink like a robot prepping for a pottery class.",Sliding sounds as someone Tetris-fits items into place.,Electric buzz meets ceramic clatter - appliance orchestra in action!,"Humming equipment dragged, unlocked like a techno detective's secret door.",Sawing meets disk deck opening - DIY DJ spinning wood tunes.
Chain pick up from &amp; drop on small piece of metal.wav,"A kid dropping rocks in a container, like a pint-sized construction worker having fun.","A person playing marbles, or practicing their juggling skills in slow motion.","Beads scatter and paper crumples, as if a craft project just went horribly wrong.","Little rocks plunk into a container, nature's soundtrack for a playful afternoon.",Crumpled paper and rolling beads – a symphony of tiny mess-makers in action.
Menlyn_Ambience.wav,"A classroom of chatterboxes fills the hallway, creating a human traffic jam. ",An orchestra of voices performing cacophony in a grand hall. ,A large room hosts a chaotic symphony of human chatter. ,Social mingling with a side of enigmatic whispers and indoor white noise seasoning. ,Conversational cocktails blended with subtle background tunes and indoor white noise garnish.
outdoors terrace ambient heavy traffic.wav,"City traffic's never-ending hum, making nature's soundtrack a long lost memory.",A hurricane meets a demolition derby; noisy chaos up close.,Multiple cars and trucks joining a vehicular party on the go.,A bustling highway becomes a metallic runway for cars and trucks.,The relentless orchestra of city traffic drowns out life's other melodies.
swamp April SHORT NL 01 130416_00.wav,A bird orchestra performs a symphony with backup insect hummers stealing the show. ,"Ducks or geese, aka nature's comedians, quacking up a storm. ","Ducks and geese host a wild party, quacking like it's 1999. ","Hens clucking like gossip queens, with birds singing backup tunes. ","Bird sounds vary in pitch as they compete for the spotlight, while insects hum discreetly in the wings."
chopper threw a wall of glass.wav,"Object mimics helicopter noise, like a chopper auditioning for a comedy show.","Instrument in echo chamber, bouncing beats like a musical ping-pong game.","Person imitates helicopter with an object, giving voiceover artists a run for their money.","Electric generator plays pitch roulette, making orchestras reconsider their line-up.","Electric sound generator, the DJ of pitches and volumes for inanimate objects."
"train at crossing, camden arkansas.wav","A freight train toots its horn, impersonating a territorial goose defending the rails. ","A train beeps its motor horn, as if saying, out of my way, I'm late for my own tracks! ","A train horn blows, announcing its locomotive runway show debut on the tracks. ","A train on a railroad serenades with a whistle, reminding us it's the pied piper of locomotion.","A train chugs along, proudly trumpeting its arrival like a conquering hero on rails."
rainfall.wav,"Amidst the rain, a man speaks, possibly gossiping about the weather's poor sense of timing. ","As raindrops perform their tap dance, a man chatters away, perhaps discussing indoor activities. ","Rain drizzles outside while a man talks and fiddles with an object – juggling career options, perhaps? ","Heavy rain takes center stage while a man's voice competes, attempting to steal the limelight. ","A man strains to hear over nature's drumming rain, contemplating investing in some waterproof headphones."
Insects 3 with dog.wav,"Insect orchestra featuring cricket soloists, with a surprise dog barking guest appearance.","Bugs hold an airborne concert, while a dog plays the barkophone.",Insect chit-chat accompanied by canine commentary.,"Nighttime symphony: barking dogs, chatty humans, chirpy crickets, and a mysterious slider.","Nocturnal serenade: barking dogs, gossiping folks, cricket choir, and a slithering surprise."
hereg_hungary__grain_field_2_20080712.wav,"Insect orchestra, featuring leg-rubbing solos, bringing a whole new meaning to getting a leg up in music.","Grasshoppers and crickets' symphony, slightly disturbed by distant traffic's noisy attempts to join the band.","Crickets and grasshoppers jam together, while distant traffic hums a faint off-key accompaniment.","Locusts taking the lead vocal, crickets providing soft backup - Nature's version of a boy band.","Locusts crooning, crickets harmonizing softly - top charts on the Sounds of the Wild radio station."
Cityscape 02 090617.wav,"A car hits the gas pedal and zooms off, auditioning for the next Fast and Furious film. ","A car rolls along and then accelerates, like a snail realizing it's late for work. ","Tunnel traffic hums while a match strikes at the end, like a miniature fireworks finale. ","Inside a tunnel, low traffic noise accompanies a match lighting up, offering free mood lighting. ","Distant traffic mingles with wind, creating nature's very own white noise playlist for relaxation."
City ambience light traffic man running by.wav,"Numerous vehicles zoom by, as if racing the jogger's footsteps.",Cars honk in a symphony while birds try to chirp the chorus.,"A parade of cars, followed by an eager marathon of footsteps.","Cars drive by in unison, like synchronized swimmers on wheels.",Traffic humming nearby as a lone bird attempts a solo.
promenade_Lanzarote_kids_people_talking_bicycles_AMB_EXT.wav,Diverse age groups talk and shuffle near each other like a chaotic game of human Tetris.,Kids scream during park playtime while parents gossip; a jogger dashes and a cyclist trails behind.,"Excited children in park, chatty parents, jogger zooms by with a bicyclist on their tail – a wild race!","Giggling, frolicking city kids make playgrounds feel like chaotic jungles full of tiny Tarzans.","Park-side chatter, interrupted by a speedy bike zooming by like an alien spaceship on wheels."
MrM_ElantraStarting3.wav,"Car's turn signals blink, then stop, like a confused disco before the car calls it a night.","A car's ignition plays peek-a-boo, starting and stopping like a shy engine having commitment issues.","Car signals, turns, then quits its job as a mobile disco and takes a power nap.","A person enters a car, starts an engine party, then hits the snooze button for some silence.","Chimes play musical chairs, ending with a double tap dance finale."
F1 BR 06 Starting engines n formation lap release 2.wav,"Cars revving up with gear shifts, like a symphony of speedy getaways.","Diverse cars accelerating, gears shifting, like a caffeine-fueled morning commute.","Race cars zoom by, as if they're chasing the world's fastest pizza delivery.","High-speed race cars, like a squadron of jet fighters on a racetrack.","Motorbike racers circling the track, like caffeinated bees in a high-octane hive."
Coffee Machine .wav,"Coffee machine bubbling away, brewing java like a mad scientist's potion.","A coffee pot drip-dropping, then a liquid landslide to freedom!",A coffee pot drip show with a grand finale water release!,Water gushing into a reservoir like a tiny Niagara Falls in action.,A mini deluge as water streams into its reservoir for a grand flush finale.
stream running water.wav,"A small fountain's water flow, like a tiny Niagara Falls in a kiddie pool.","A reservoir's mini waterfall, perfect for pint-sized mermaids.","Forceful water flow with rhythmic consistency, like nature's metronome.","Steady stream flow, nature's calm escalator ride for leaves.","Water gently cruising down a stream, like a leafy conga line."
Pantheon ROME.wav,"Two guys chat while strolling, their voices as harmonious as a duet between ducks.","Men conversing during a sidewalk shuffle, like a pair of gabbing giraffes on the go.",The symphony of urban life: diverse chatter and traffic's distant hum form a cityscape serenade.,"Men tossing words like boomerangs; they speak, it returns - a conversational game of catch!","Bus passengers chatting with an open window, their voices swaying to the rhythm of the road."
Wet peas.wav,Kitchen bowl sloshing like a tiny whirlpool of questionable soup choices.,"Water stops, then pours again, it's the faucet tango!","Water pours, stops, pours again – the tap's got commitment issues.","Water everywhere, it's like a clumsy aquatic ballet performance.",Water pouring chaos – a splashy symphony with no conductor.
