file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
Donner2.wav,Rain tap-dances on the ground while thunder auditions for a drum solo.,"Thunder throws a heavyweight party, but rain RSVPs with a sprinkle.",Rain hosts a drumroll for the electric performance of thunder's cracking solos.,Thunder announces its grand entrance with booms and cracks as the storm rolls out the red carpet.,"Thunder pulls out its pyrotechnics, booming and cracking as the storm sneaks up on us."
MorningOwlsAug29th2015.wav,"Birds and crickets orchestrate a woodland symphony, serenading confused hikers.","Nature's rock band: birds and crickets jamming in the background, playing their chirpy tunes.",Metal meets a shrieking machine while a bird belts out high notes in the back.,"Crickets on vocals, birds as backup singers, and a barking dog as the drummer.",A cricket-bird-dog trio performs an outdoor concert; get your lawn chairs and binoculars ready!
Shower Running 01.wav,"Shower water stream hits porcelain tub, like a drummer who can't stop tapping to save their life.","Water on porcelain tub, as persistent as an overzealous salesman knocking on your door.","Shower water runs down the drain, like nature's way of flushing away your bad singing performance.","Water races down the drain, as if competing in an Olympic sprint for shower liquids.","Water sprays and drips, like a mischievous kid armed with a water gun behind the curtain."
moving flipcharts after the meeting.wav,"A person dragging a heavy object, like they're practicing for the World's Strongest Couch Mover competition.","A truck crossing a bridge, auditioning for the role of Loud Intruder in the next Tower Heist movie.","A truck traverses a bridge and tower, making a grand entrance like Godzilla at a tea party.","Person opens a gate and shoves a garage door, probably testing their superhero strength after watching too many Marvel movies.","Someone pushing a heavy object, sounding like an amateur DJ scratching a rusty record across the floor."
Lexington Ave Express.wav,"A metro train's joyride on tracks, blending with a choir of chit-chats. Feels like a sitcom on wheels!","A train zooms by, as people discuss life's mysteries - a mobile philosophers' convention.",Chatty folks accompanied by a train's dramatic entrance - talk about stealing the spotlight!,"Assembly line worker moonlights as a box-passing DJ, turning up the cardboard beats.","Metro train struts its stuff, people chattering in applause - it's a runaway fashion show!"
05769 carpenter&#39;s workshop ambience.wav,"Nature's symphony interrupted by a chainsaw, turning forests into toothpicks with a buzz.","The hammering and sawing duo, recreating a clumsy woodpecker band in your backyard.","Engine thuds and metallic slicing, the mechanical orchestra for those who don't like classical music.","Hammering, vacuuming, and sawing: the sweet serenade of weekend chores.",Table saw's wood-cutting performance: musical chairs for lumberjacks.
06 - 333 con tren hotel saliendo de la estacion de Zamora hacia Galicia.wav,"Train zooms past, slowing down like grandpa's snail racing career.","A train, passing by and hitting the brakes like a disco dancer changing moves.","Electric train whizzes by, cars passing like it's playing musical chairs with observers.","Noisy machines and railroad cars, bumping down tracks like a tipsy rollercoaster.","Jolting rail cars on uneven tracks, all while machines hum their chaotic symphony."
07 ambient bell.wav,"A bell dings thrice, while birds gossip in the background like neighborhood ladies.","A bell chimes a trio, as background birds hold their own American Idol.",Thrice-belled concerts featuring the Tweeting Birds Orchestra.,Church bell chimes' windy duet with feathery flute players.,Birds drop sick beats as the tower bell DJ sets the time.
Air raid siren_rising.wav,A siren wails like a confused opera singer amidst a choir of tweeting birds. ,A siren's rollercoaster wail drowns out a chorus of chirpy birds. ,An alarm joins the chirpy bird orchestra as their obnoxious soloist. ,Emergency siren and birds in duet: A chaotic symphony for the ears. ,"Birds tweet harmoniously, interrupted by a siren's desperate cry for attention."
105bpm.wav,"A high-pitched synthetic tune, as if aliens are performing a lullaby on Mars.","Exotic music with light percussion, like a samba party in a library.","Exotic music and light percussion, as if parrots formed their own jazz band.","Synthetic music via organ and pipes, the soundtrack to a futuristic cathedral.","Synthetic sounds meet organ and pipes, like techno monks throwing a dance party."
1122thrum.wav,"A tractor plows through the field, channeling its inner sloth, groaning like a grandpa getting out of bed.","A hulking vehicle growls on the pavement, humming like an overgrown bee with road rage.","An old furnace rumbles in the basement, wheezing like an asthmatic dragon with a dust allergy.","A clunky furnace in the basement chugs along, gasping for air like an antique workout machine.","The boisterous vibration of a colossal motor, shuddering like an elephant participating in a dance-off."
Outdoors rumble.wav,"A furnace in the basement, likely plotting world domination.","A motor hums along, practicing for its big opera debut.",Leaves gossiping in hushed tones as the wind passes by.,Wind zooming by with a 'no brakes' policy.,"The wind, a relentless marathon runner refusing to take a break."
17-Year Cicada Mating Call.wav,"Synth pitch bending like a seasick accordion, fading in and out of existence.",Emergency siren playing peekaboo with your eardrums.,Intermittent siren – the world's most indecisive emergency alarm.,"Hands cupping an alarm, doing the hokey pokey of sound modulation.",Sound intensity and pitch on a rollercoaster ride.
mall_1_escalator_0725_113354.wav,"High heels strut with gossiping onlookers, like a fashionable secret agent's theme song. ","Heels tap-dance amid chitchat, jamming with music, door joining the band.",Lady's grand entrance: door's unlocking fanfare.,Chatterbox symphony with clickety heels: a socialite's concerto.,"Chattering people, high-heeled passerby: a casual runway of witty repartee."
Dribbling water.wav,"A faucet turns on, water gushes into a container like a mini waterfall in the kitchen.","A faucet cranks open, water rushes into a container like a marathon for liquids.","Water stutters on, trickles into a sink, grows bolder, then calls it quits like a shy performer.","Water hesitates, drips into a sink, gains courage, then surrenders like a conflicted tap dancer.",A sink becomes Niagara Falls as water cascades from the faucet above.
Bush bird noises.wav,"A bird choir serenades, getting louder and softer like nature's volume control playing a game of hide and seek.","Birds perform an auditory dance, first close-up, then distant as if teasing you with their melodic presence.","Birds sing a surround sound symphony, building up a crescendo as they approach and then fade away gracefully.","Birds' distant melodies grow louder as they fly nearer, only to hush as they soar past like musical ninjas.","An outdoor avian orchestra, with chirps echoing from various sections, paints a harmonious soundscape of nature's symphony."
urinating on a wall.wav,A man sprinkling flowers with a hose like he's trying to share the world's last drop of water. ,"A tiny liquid flow drips, hitting something as if playing a quiet percussion instrument. ","A weak stream of liquid slides down, hitting a surface like it's shy at a party. ","Water pouring from a faucet to a sink, practicing its indoor rainstorm impression. ","Faucet water hits grass, creating the world's most underwhelming waterfall."
Steam 20.wav,A hollow grind sounds like a rusty bike pedaling to a non-stop beat.,"A ticking grandfather clock hand, the mechanical metronome of the past.","A human pogo stick, springing in unison with a goofy bounce.","Grandfather clock's ticking hand, the mechanical heartbeat of time.","The continuous grind, a hollow symphony of stubborn machinery."
Shed Floor.wav,"Crushing object keeps getting sorted, like a confused trash compactor.","Woodworker hammers a box together, channeling their inner Bob the Builder.","Stomping on hard floor, moving furniture like a disgruntled interior designer.",Grabbing a book and taking stairs in an Olympic speed-reading race.,"Lady snatches book, descends stairs like a graceful literary ninja."
enoesque-Thunder and Rain 1.wav,Raindrops party as thunder brings its bass drop.,Rain showers with lightning's fireworks and thunder's applause.,Thunder and lightning jamming during rain's performance.,Thunder and lightning join rain's orchestral ensemble.,Thunder takes a solo as rain keeps the beat.
microondas.wav,"A bulky contraption grunts, then beeps - maybe it found buried treasure?","A microwave cooks and beeps, or did it just send a Morse code message?","Microwave cooks, then angrily beeps - apparently, your food is overcooked!","Popcorn popping in a microwave, or is it miniature aliens applauding inside?",Popcorn party in a microwave - they're dancing to the rhythm of heat!
sparrows.wav,Flock of birds gossiping like ladies at a hair salon.,Flock of birds having a chirp-fest party.,"Birds in a choir, each with its own melody.","Bird karaoke night, everyone's invited!",Birds' avant-garde chirping symphony.
sawing asphalt.wav,A motor runs while background chatter makes it sound like an introvert's nightmare party.,"A pressure washer drowns out a yelling man, the perfect soundtrack for drowning out your neighbor's rants.",A deafening mechanical whir competes with talking like an aggressive robot trying to join the conversation.,The distant hum of grass cutting adds a DIY soundtrack to the gossip exchange happening nearby.,"A pressure washer sprays, muffling the yelling man's voice like a water-powered mute button."
CarEntireInternal01.wav,"A car zipping along the road, hitting those two bumps like it's playing a real-life game of Whac-A-Mole.","A motor carriage bumping along, as if it's practicing its salsa dancing moves on two unsuspecting humps.","A person chilling in a bumpy car ride, feeling like they're on a home-brewed rollercoaster adventure.","A truck cruising down Bumpy Boulevard, making its way through the road's exclusive pothole obstacle course.","Someone lounging in a moving car, savoring those occasional bumps like surprise in-ride massages."
San Francisco Traffic at Powell And O&#39;Farrell.wav,"A motorbike speeds away as engines grumble and metal clashes, like Transformers breakdancing at a traffic light.",A metallic symphony plays outdoors with a car engine humming backup vocals.,"Amidst traffic chaos, a man tries hitching a horse to a carriage, because why not go vintage?","Rain pitter-patters at a tire shop, nature's reminder to check your treads!","Engines rumble, metal clatters and a motorbike zips off like an action-packed musical crescendo on the highway."
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_leaf_rustle_02.wav,"Birds sound like an avian choir, auditioning for America's Got Talent: Wildlife Edition.","Birds singing and chirping while a boat cruises by, they must be gossiping about the passengers onboard.","Birds chirping harmoniously, forming their own feathered acapella group.",Static noise and chirping birds – the ultimate woodland radio station.,"Chirping birds and relentless static, nature's lighthearted response to a busy signal."
spring morning birds oiseaux reveil printemps #1.wav,"Diverse birds perform an avian symphony, but they might want to consider a rehearsal or two.","Birds sing their distinct tunes, like nature's orchestra tuning before the big show.","A birdie jam session takes place in the forest, with each tweet a whistle solo that steals the spotlight.","Countless birds chirp a medley of high-pitched tunes, like feathery sopranos vying for the lead role.","Trees host a bird tweeting convention, where each whistling attendee competes for the Most Unique Melody award."
scie.wav,"A person sawing away, mimicking a lumberjack's laugh track. ","A back-and-forth wood symphony, performed by a dedicated saw-musician. ",A saw's squeaky complaint about its woodcutting job. ,A piece of wood participating in a saw-infused dance routine. ,A saw turns into a squeaking mouse at its wood-sawing recital.
Atmo Wartehalle2.wav,Chatter fills the auditorium like a flock of gossiping pigeons at a statue convention. ,"As the crowd babbles away, a lone clap emerges, as awkward as a penguin on roller skates. ","A symphony of voices crescendos, punctuated by a solitary, half-hearted clap, like a high-five from a sloth. ","Amongst the sea of talking heads, three thunderous claps and a yell explode like popcorn in a microwave. ","Conversations buzz and suddenly, three booming claps and a holler steal the show like a breakdancing cactus."
Spring Birds Raw (New Jersey).wav,"Birds serenade park trees, like nature's pop stars on a sunshine tour. ","Birdsong mixed with distant engines, nature's remix of city tunes. ","Forest birds chirp non-stop, a feathery acapella group on repeat. ","Woodland birdsong, an all-day concert of chirpy melodies. ",Sunny park mornings soundtrack: several bird choir members competing for solos.
"Wide Stereo Outdoor Ambience - Birds, distant cars.wav","A truck rumbles past, the owl hoots honk if you love nature! and birds chirp backup vocals.",A night owl moonlights as a forest opera singer.,"Birds chirp over a motor's hum, then an owl DJs with its hooting remix.",Birds gossip about owl's latest hooting drama outside the window.,"An owl hoots, birds tweet, and a truck roars by for an impromptu nature and machine jam session."
20110804_river.distant.19.wav,"A stream babbles over rocks, giving the forest a spa-like soundtrack.","Birds perform a musical number, backed by their water-feature orchestra.","Forest creek water rushes, like nature's own rock band.",Woodland creek rocks throw an epic water-slide party.,"A stream races over rocks, turning the forest into nature's playground."
WasherSpinCycleWindDown4BeepEndSignal.wav,"A machine zooms like a caffeinated hamster, then chills out for naptime.","Airplane engine's high idle: party mode, then it slows like a post-party snooze.","Airplane engine starts fast like a sugar rush, then eases into a calmer idle.","Engine races like it saw a ghost, then powers down to a stroll.","Engine revs up quick like it's late for work, then slows for coffee break."
20130406_tourists.06.wav,"Folks gabbing like parrots at a reunion, launching into their hellos.","Chatterboxes uniting with greetings, like a symphony of human interaction.","Urban strollers nattering away, discussing life's mysteries or tonight's dinner plans.","City pedestrians walk 'n talk, the pavement echoing their chit-chat.","A guy trapped in a cackle of gossiping gals, sharing the latest scoop."
20160124_Pencil-on-Paper.wav,"Frantically writing, the pencil squeals on paper like a baby piglet learning cursive.","Pencil scratches on paper in a rapid race, as if it's in the Fast & Furious: Pencil Drift.","The sound of a utensil scribbling on a surface, as if a musical prodigy composing Chopstick Etude.","The echoing tap of writing on something hollow, like Morse code conversations with a woodpecker.",That screeching noise – when a utensil channels its inner chalkboard for an autograph session.
larger_waterfall.wav,"Fast water currents at a plant, like nature's rebellious streak against industrial monotony.","Water's fury meets car's audacity, in the ultimate splashy showdown.",Heavy rain on a lonely road – nature's way of saying stay home and binge-watch.,Pouring rain and empty roads: the perfect recipe for invisible car races.,"Rain's loud, relentless symphony; Mother Nature's non-stop drum solo."
Train and dog.wav,"A dog's short bark at a mysterious clicking sound, possibly trying to communicate in Morse code.","A distant solo dog bark, auditioning for Canine Idol.",A noisy rollercoaster ride through a petting zoo with birds and a barking dog for company.,"A low clicking summoning a single dog bark, maybe it's the canine version of Marco Polo.","Sound of nature's jam session: a loud noise winds down, birds chirping backup vocals, and a dog on the drums."
Money in the bag.wav,"A conference crowd intently listens, as if the speaker's words are the secret to eternal youth.","Man speaks, crowd delivers golf clap, speaker bravely persists.",A man's foreground chatter channels a mysterious oracle.,Conference orator preaches wisdom like a comedic TED talk for eager listeners.,"Man chats, soft applause ensues, verbal adventure resumes."
More waves at Collingwood.wav,"Ocean water splashes rocks, a combo like seltzer in a rock band.","Water smacks ocean rocks, nature's wet high-five.","A truck leads three cars, a comical vehicular conga line.","Beach waves meet rocky shore, it's seaside slam poetry.",Waves playfully faceplant on a rocky beach shore.
opening attic.wav,"Drawer opens, contents slide like a tiny landslide of socks seeking freedom. ",A symphony of opening and closing; the indecisive musician's masterpiece.,Interior click-clatter sounds like a robotic tap dancer's dream. ,"Closet cleanup, musical chairs edition with inanimate objects.","Door opens, clanging summons the arrival of clangorous doorbell-less guests."
QuietForestSpringEvening.wav,"Birds whistle-chirp symphony, their conversational tunes turning the woods into a musical harmony.","Birds' outdoor chirping party, nature's alarm clock with no snooze button.","Bird whistles, gets a chirpy response - speed dating in the animal kingdom!","Bird choral battle, neighborhood feathery rap competition.","Birds connecting across groups, chirping like a feathery gossip hotline."
Ahr river.wav,Never-ending rain's turning gutters into mini waterfalls!,"Water flows steadily, then starts gargling like a singing frog.","Water gushing consistently, soon begins its gurgling symphony.","Water gliding over rocks, nature's finest stream performance!","Water streaming through rocks, Earth's natural orchestra in action!"
clinking_tiles_01.wav,A human dishwasher clumsily clanking plates in a massive echo chamber.,"Someone's fiddling with tiny metal or glass trinkets, probably trying to solve a miniature Rubik's Cube.",Forks and knives gossiping while people chat away in the background.,A symphony of silverware sorting plays the melody to a conversational backdrop.,"Glassware partying hard and shattering, with a woman providing live commentary."
Metro - Greece.wav,Air whirls in a vast chamber while a loudspeaker nearby shouts like an overenthusiastic salesman.,"As air swirled in the echoing chamber, the loudspeaker nearby blared like a party animal who never sleeps.","Folks inside an airport, with a plane revving up in the background, sounding like a rocket going to Mars!","A voice over an intercom in a big, hard-floored room echoes as if announcing royalty entering the room.","Someone talks over an intercom in a massive room with hard floors, sounding like they're trapped inside a giant pinball machine."
airplane01.wav,"A plane accelerates, imitating a rocket launch, and vanishes like a magician's trick.","An airplane speeds up, taking off into the wild blue yonder with a see you later fade.",A runway-strutting airplane starts its ascent to join its cloud friends.,"An airplane leaves the runway, soaring like a homesick angel.","Metallic clatter crescendos as it nears, then fades like a ninja's sneaky footsteps."
airport general.wav,An announcement by someone who's probably not a professional comedian.,"Lady on loudspeaker, turning the room into an echo chamber of words.","Public address: like a stand-up comedy gig, but in a transport hub.","Announcer lady, bringing important info with a side of laughs.","Announcing woman, proving that humor can be found anywhere."
AmbientAtmosphere.wav,"Subway crowd chatter, sounds like a lively debate over which superhero would win in a fight.","Cars in traffic, people chatting - the great symphony of urban life.","Men and women at a train station, probably discussing why Hogwarts Express is always late.","Chitchat at the train terminal, it's like speed dating for commuters.","Outdoor conversations amidst moving cars, the art of yelling over honking horns."
Ambulance Siren.wav,"That siren's wailing nonstop, with rain as its backup singer.",A siren paired with raindrops - nature's unlikely duet.,"Sirens zoom by, teasing you like a drive-by symphony.",Police sirens: like overzealous DJs cranking up the volume.,"Siren's melody: approaching, passing, fading - the one-hit wonder."
Hail 1.wav,"A metal barrel spins, filled with objects that create a chaotic sound similar to a robotic belly dancer.","Rapid clicking and thumping, a breakdancing woodpecker on a typing spree.","Clicks, taps, and thumps that sound like a caffeinated tap-dancer on a sugar rush.",A spinning container tossing items like an indecisive salad maker who can't commit to ingredients.,"Hail pounding on an AC unit, nature's rhythm section jamming with modern appliances."
Ronda - The Old Shrine - La antigua Ermita.wav,Chatty birds gossip while people provide background commentary.,Bird tweets mixed with babbling water and human murmurs.,Feathered friends serenade as people whisper sweet nothings.,Field of chirping birds auditioning for Nature's Got Talent.,Birds hold chirp-chats while people mumble their two cents.
Forest with Birds and Wind in the Trees.wav,"Birds gossiping near a babbling brook, discussing the latest worm trends.","Water running, birds competing in a chirp-off championship.","A symphony of bird tunes, featuring buzzing insect backup dancers.","Birds announcing their presence with a resounding chirp, water applauding in the background.","Bird speed dating near a stream, showcasing their most melodious pickup lines."
shoreline_waves_seagulls.wav,A seagull's call cuts through waves kissing the sand like a beach-loving opera singer.,Waves and chirping birds team up for nature's greatest musical mashup.,"Waves crashing, birds singing – it's like the shore's got talent!",Seagulls provide backing vocals for the shore's wave-slapping solo.,Gentle waves and background seagulls: a coastal ASMR paradise!
Car vs. Freight Train.wav,"A train playing peek-a-boo on tracks, and a car vroom-vrooming in reverse like it's channeling Fast & Furious.","A train channeling its inner musician with chugs, clanks, and whistle solos while cars dance in traffic.","A train inching closer like a curious cat on tracks, as a car moonwalks back before channeling its inner racecar.","A vehicle zips by as a whistle-blowing train photobombs the scene, moving closer like an attention-seeker.","As a speed-demon vehicle zooms away, the train struts down the tracks, tooting its own whistle with pride."
road01.wav,"A car zooms by, closely tailed by another, like they're racing for the last donut at the bakery.","One car breezes by, then another, like synchronized swimmers in a highway ballet.","A car whizzes past, followed by another, mimicking an adult leading a game of follow the leader.","One car zips by like a cheetah, while the other leisurely strolls past like a sloth on wheels.","Amidst outdoor traffic noise, a car glides past, followed by another, like a vehicle conga line."
Forest9.wav,"Light rain tap-dancing on the roof, with occasional heavyweight drops making a grand entrance.","Light rain flirting with drizzle territory, but not quite ready to commit.","Rain playing a game of tag, splashing in and around the area like a mischievous kid.","The rain starts off light, but a few larger drops can't resist crashing the party.","The rain is light, teasing us with a drizzle but secretly packing a heavier punch."
Baking dish picked up put down.wav,"Metal objects harmoniously hit, like an orchestra of robots playing tag.","A metal shovel's rhythmic ground whack-and-scrape, the construction worker's favorite dance.","A metal shovel scrapes ground on repeat, DJ Digger's hot new remix.",Metal objects jostling like a fancy dinner party of medieval knights.,Metallic clinks as metal things shuffle around - it's a coin party in your pocket!
Glass jar on board.wav,"Table knock followed by glass tap, like a woodpecker with diverse tastes in furniture.","Knocking on table and glass, proving that every surface can be musical.",Wood meets glass in a symphony of unexpected percussion.,"Ice cubes crash into glasses like tiny, chilly acrobats on a tabletop circus.","Glass object meets wooden knocker, creating the great kitchenware debate."
Pencil Writing.wav,Cooking tool vs. metal pan: the epic sound battle begins!,Chalkboard poetry: the symphony of squeaky wisdom.,"Metal pan survival tip: embrace the sound, master the kitchen.",Speed-chalking: when your ideas race like a chalky symphony.,"Lightning chalk strikes: rapid, noisy, and full of brilliance."
Diving Bell 1.wav,"A mallet hits a bell, creating a sound that lingers like an awkward joke no one laughed at.","A hefty chime smacks, blasting an even tone as if it's bragging about its perfect pitch.","A mallet taps a bell, and the sound echoes like gossip in a high school hallway.","One bell rings, and its reverberations reach every corner like a nosy neighbor's ears.","Solo bell chimes, then its vibrations tag along like an annoying little sibling."
barbacoa_electrica1.wav,"A fire sizzles and crackles, occasionally auditioning for a louder role in the symphony of flames.","Oil's crackling dance routine, complete with a chorus of popping grease backup singers.","Grease pops like bubble wrap, while oil conducts the crackling grease orchestra.",A sizzling serenade as food meets the hot grease's welcoming embrace in the frying pan.,"Grease and food's scorching duet, creating a sizzling culinary masterpiece in the pan."
carnival_parade_cologne_1.wav,"Circus ringmaster's voice battles a cacophony of trombones, who's winning? Hard to tell! ","A man attempts to out-yell a marching band, the ultimate battle of words versus brass. ",A man speaks as a marching band fades away - like trying to carry on a conversation during a musical escape! ,"Amidst a bustling event, one brave soul attempts to project their voice over the cacophony. Mission impossible?","Person tries speaking at an event - sound swallowed by cheers and chatter, good luck with that!"
Bathtub_with_Foam.wav,Faucet water races into a tub like it's practicing for the Olympic high dive. ,Tank refilling post-flush - a mini indoor waterfall.,Toilet flush serenades - a symphony of swirling swooshes. ,Toilet bowl draining - it's like a whirlpool taking a victory lap. ,Water relocating to a container - H2O's grand tour.
FlushToilet.wav,"A toilet flushes with a swoosh, followed by a faucet's gurgle, like an orchestra of bathroom appliances.","A toilet flushes and the water keeps running, as if it's practicing for a marathon of H2O.","The toilet flushed, continuing to run like it's gossiping water cooler talk with the faucet.","A toilet flushes and refills, like it's prepping for a big night of being a porcelain throne.","A toilet experience: someone flushes and turns the faucet on, creating the soundtrack of every public restroom ever."
momoscas 1.wav,"Bees gossip, water tap dances; an insect symphony in the kitchen. ","Crickets host open mic night, with bees headlining the buzz concert.",Mosquitoes DJ as water droplets play the drums; nature's annoying rave party.,"In nature's film noir, mosquitoes whisper secrets while water leaks suspense.",Bees compose a hummable tune while crickets provide rhythmic chirps; a critter jam session.
Long Fuzz.wav,"Coffee pot's last drip - like morning fuel, begging for a caffeine-infused punchline.",Wind's violent symphony - nature's misunderstood heavy metal band.,Airplane fires mid-flight - sky's most dramatic popcorn kernel.,Airplane's mid-air bursts - exclusive fireworks show for birds!,Air compressor pot cleaning - extreme kitchen musical remix.
Coins Moving in Jar.wav,Crushing ice and juggling it like a penguin bartender in a metal cup.,"A jar of change impersonating a maraca, with shaky dance moves.",A change jar moonwalking to its own coin jive.,"Coins playing musical chairs in a cup, every shake a new arrangement.",The coins' cha-cha-ching dance routine inside their cup-stage.
big-machine-fan.wav,The motor's never-ending racket drowns out Bob's futile attempts at workplace karaoke. ,The machine whirs like an overenthusiastic barber giving nature a buzzcut. ,A moody motor can't decide if it wants to whisper or scream today. ,"A motor plays soundwave limbo, dipping low then shooting high, like it's dancing to its own tune. ","A tireless motor and nearby worker form a never-ending noise duet, competing for the loudest performance."
passenger train bells.wav,A train bell clangs like a dinner call as the train itself joins in with a boisterous whistle serenade.,"A train crossing bell starts the party while the train's own whistle becomes the main event, rolling through.","A warning bell rings like an alarm clock, and the train horn plays a wake-up call everyone hears.","An approaching train honks its horn in harmony with a ringing bell, creating a symphony of urgency.","A train rolls by, honking like a traffic jam, while a ringing bell conducts its noisy parade."
birmingham-aston-canal-extractor-fan-background.wav,"A brave soul strolls through a bee party, the buzzing like a tiny, insect orchestra.","A powerful waterfall, or maybe a mechanic shop's deafening symphony of clanks and whirs.",Bees' buzz serenades a human intruder daring to join their aerial dance.,"A colossal room hosts an industrial ballet of humming, whirring machines.","As machines hummed and worked in a grand room, it sounded like a mechanical opera."
outdoors street ambient noisy traffic.wav,"A car zooms past, joined by a motorcycle's gear-switching waltz.","A car cruises by, overtaken by a gear-shifting motorcycle playing catch-up.","A bustling street orchestra, featuring a motorcycle's accelerating solo.","Traffic jam blues, with a motorcycle's acceleration stealing the show.",An accelerating vehicle joins the highway's symphony of speed.
next spring day in the polish forest - rear.wav,Book pages flipping like a librarian telling the world's shortest bedtime story.,"Outside, birds join a symphony of paper crinkling mischief.",Birds and paper battle it out in an outdoor crumpling competition.,A hard surface hosts the World Series of Paper Shuffling.,"Rusty door squeaks, birds harmonize, and a mysterious vocalist joins for an impromptu outdoor jam session."
Wooden Floor Body Slams.wav,"Door shuts, a mysterious figure enters, plops something down like a magician revealing the grand finale.","Door slams, sneaky footsteps, mysterious object placement like an undercover cookie jar refill mission.","Case dropped clumsily, rummaging inside, closing and reopening like a frustrated musician checking for missed sheet music.","Case falls, opened hastily, searched thoroughly, closed – an amateur detective with a faulty memory.","Door's slam, wood's bump, items tossed like a clumsy invisible giant redecorating the room."
elevator sequence ambience door opens closes descends door opens.wav,"A bus halts, releasing a passenger like an unamused stomach growl.","Bus in motion, halts, unloads humans as if it's a chuckling vending machine.","A door whines, revealing a hide-and-seek champion.",Door's squeaky opera performance during entry and exit auditions.,Person toggles door while machines imitate an over-caffeinated symphony.
EarlyMorningRain.wav,"Heavy rain plummets, creating a splash symphony on Earth's stage. ","Raindrops dive-bomb, making a splashy entrance on the ground.","Rain cascades, cha-cha-cha-ing in speed variations.","Rain somersaults from the sky, showing off its speed-dropping repertoire.",A thundering rain concert featuring traffic's buzzing backup vocals.
Broom_Bear_Street_Sweeper_Roadwork.wav,"A machine revs up and down, like it's in a race with itself while juggling different loads.","A heavy equipment motor keeps running, as if it's training for a marathon without breaks.","A heavy equipment motor runs non-stop, reminding you of your workaholic neighbor that never sleeps.","A vacuum whizzes across the carpet, then gets stuck in a dramatic plot twist involving a mysterious object.","A truck idles with water spraying in the background, setting the scene for a laid-back carwash party."
RoomTone.wav,"Distant hum droning like a sleepy bumblebee, followed by the rattle of its tap dancing shoes.","A low, mysterious hum from a machine in a building - probably plotting world domination.","A machine hums low in a building, serenading the walls with its groovy rhythm.",Background humming sets the stage for a grand finale rattling performance.,"The shower runs like an unattended waterfall, and a knock on the door interrupts as if saying Surprise, party time!"
traffic w scott.wav,"Amidst gusty wind and speedy vehicles, a man speaks like he's telling secrets to Mother Nature. ","Whispering words emerge as cars whiz by, like a shy narrator of a high-speed race. ","Cars race past while people chatter, as if discussing the latest vehicular fashion trends. ","Amidst zipping cars, a low-voiced orator holds the world's most distracting roadside poetry slam. ",A conversationalist competes with zooming cars - it's the Fast and the Loquacious on the road.
WaterBottle.wav,"Shuffling objects like a tired Tetris player, huffing, then a slam as if to say I give up!.","Moving objects, a defeated sigh, then a hard thud - someone's done playing musical furniture.","A muffled sound's hide-and-seek, interrupted by an intruding breath.","Crunchy items jostling, papers shuffling - an office soundtrack for the comically disorganized.","Muffled audio boomerang, flying away with a breath and returning when least expected."
Bubbles water.wav,"Filling a glass with a drink, like a clumsy bartender's first day on the job. ","Water plummets, bubbling into a clogged sink like nature's whirlpool experiment gone wrong. ","Bubbles rising in a coffee maker, a caffeinated Jacuzzi party for the beans.",Gurgling bubbles in an unknown liquid; an underwater mystery concert.,"Water tumbles and bubbles in a clogged sink, nature's untamed plumbing orchestra."
Water drops.wav,"A faucet tap drips water, playing Name That Tune with the sink.","A plumbing novice wrestles with pipes under a clogged sink, like a confused octopus.","Water drip fluctuates, mimicking a lazy Morse code conversation.",Water flows gently while someone tickles its fancy in the sink.,The faucet serenades the sink with a trickle of water.
butter_hot_egg_pan.wav,"A kitchen chef's sizzling symphony, frying up a comedic culinary masterpiece. ","Bacon frying in a pan, bringing home the laughter with every sizzle and pop. ",Kitchen cook-off: an uproarious frying session just a giggle away. ,"Hot oil serenading with its sizzling tunes, a true kitchen comedy show. ","The sizzling pan chorus, popping with hilarious culinary tales."
DoorSqueak.wav,"A door in need of oil, opening and closing like a rusty musical instrument.",A squeaky door playing the symphony of Open and Shut: A Love Story.,The tale of a door's squeaky serenade: repeatedly opened and shut.,"A squeaky door, the maestro of unexpected tunes and creaks.","The chorus of a squeaky door, belting out its creaky tunes."
button_drop.wav,"Rubber object hits wood, a bouncy serenade for clumsy jugglers.","Marble on wood, dance of clatter, floor's favorite tap routine.","A marble's hardwood floor plunge, bouncing into a clattery tango.",Marble floor pop: when tiny tap dancers lose their shoes.,"Lone marble's ground rendezvous, world's tiniest breakdancer audition."
Footsteps_Leaves_Walking.wav,"Papers being ripped rhythmically, like a beatboxing origami artist.","Footsteps on leaves, a stealthy squirrel's failed gym resolution.",Leaf-crunching footsteps morph into a one-person stomp performance.,"Broom sweeps grass, nature's jazz band rehearsing for the night.","Timed paper ripping, the audio equivalent of Morse code messages."
SeaShell_02.wav,"Plastic materials' non-stop rustling party, like they're planning a surprise attack on your eardrums!","Plastic bags crinkling and keys jingling, creating a budget symphony for the neighborhood dogs.","Ripping plastic, noisy beads - sounds like a frustrated DIY project gone wrong.",Ripping plastic and noisy beads: someone's auditioning for the world's most annoying ASMR channel.,"Plastic's endless rustle and crinkle, nature's less relaxing white noise alternative."
